item_id,order_id,product_id,quantity,unit_price,discount_percent,valid_order,valid_product
51,ORD-00501,PROD-00033,5,52.18,37.49,True,True
52,ORD-01356,PROD-00166,1,428.07,11.09,True,True
53,ORD-00755,PROD-00256,5,444.26,2.28,True,True
54,ORD-00807,PROD-00043,3,1255.9,2.24,True,True
55,ORD-01298,PROD-00280,2,804.73,35.13,True,True
56,ORD-01248,PROD-00221,1,698.02,39.0,True,True
57,ORD-00894,PROD-00184,7,1488.85,6.38,True,True
58,ORD-01087,PROD-00165,3,2362.16,26.61,True,True
59,ORD-00219,PROD-00054,7,781.07,16.42,True,True
60,ORD-00778,PROD-00297,5,456.38,26.86,True,True
61,ORD-00440,PROD-00245,2,1850.31,37.87,True,True
62,ORD-00965,PROD-00206,4,978.28,13.33,True,True
63,ORD-01438,PROD-00083,5,1335.71,30.3,True,True
64,ORD-00651,PROD-00177,1,2281.26,1.44,True,True
65,ORD-01140,PROD-00221,2,960.17,32.79,True,True
66,ORD-01414,PROD-00194,4,981.45,7.21,True,True
67,ORD-01200,PROD-00082,5,1761.92,11.31,True,True
68,ORD-00739,PROD-00259,4,1501.95,6.29,True,True
69,ORD-00458,PROD-00204,3,2441.09,15.01,True,True
70,ORD-00833,PROD-00022,5,393.52,9.41,True,True
71,ORD-01277,PROD-00057,3,1548.07,9.06,True,True
72,ORD-01372,PROD-00216,5,2219.12,41.45,True,True
73,ORD-00011,PROD-00099,6,1616.88,26.66,True,True
74,ORD-00838,PROD-00002,4,1002.47,9.21,True,True
75,ORD-00131,PROD-00061,2,2039.45,13.47,True,True
76,ORD-01409,PROD-00128,5,2054.83,13.17,True,True
77,ORD-01427,PROD-00240,4,1981.14,9.79,True,True
78,ORD-00689,PROD-00095,2,549.01,36.01,True,True
79,ORD-00193,PROD-00241,5,2148.59,12.32,True,True
80,ORD-00755,PROD-00122,2,1164.5,26.26,True,True
81,ORD-00430,PROD-00022,6,1046.89,20.15,True,True
82,ORD-00935,PROD-00215,1,2439.07,43.38,True,True
83,ORD-00443,PROD-00061,1,1879.59,6.75,True,True
84,ORD-01440,PROD-00214,1,1498.88,23.59,True,True
85,ORD-01288,PROD-00277,1,821.73,36.91,True,True
86,ORD-00800,PROD-00037,4,1490.43,17.27,True,True
87,ORD-00821,PROD-00176,4,2122.9,27.94,True,True
88,ORD-00550,PROD-00074,4,718.82,23.16,True,True
89,ORD-01338,PROD-00112,7,1884.95,24.88,True,True
90,ORD-00516,PROD-00052,2,688.12,8.06,True,True
91,ORD-00219,PROD-00006,5,1724.75,5.89,True,True
92,ORD-01139,PROD-00190,1,190.97,0.01,True,True
93,ORD-01427,PROD-00021,6,754.13,44.39,True,True
94,ORD-00049,PROD-00279,1,2437.75,44.7,True,True
95,ORD-00630,PROD-00236,7,1570.3,35.85,True,True
96,ORD-01013,PROD-00174,1,812.66,23.21,True,True
97,ORD-00146,PROD-00084,6,1941.81,34.08,True,True
98,ORD-00733,PROD-00287,2,1032.07,44.67,True,True
99,ORD-01044,PROD-00273,7,154.46,42.01,True,True
100,ORD-00503,PROD-00271,2,388.18,41.95,True,True
101,ORD-00590,PROD-99999,7,690.77,36.34,True,False
102,ORD-00029,PROD-00066,2,1368.05,17.32,True,True
103,ORD-01157,PROD-00124,4,606.21,26.3,True,True
104,ORD-01023,PROD-00264,7,1553.39,21.99,True,True
105,ORD-00576,PROD-00210,1,1422.09,13.46,True,True
106,ORD-00205,PROD-00126,1,2190.9,36.34,True,True
107,ORD-00663,PROD-00112,1,1917.34,24.7,True,True
108,ORD-01093,PROD-00078,7,1465.36,13.63,True,True
109,ORD-00278,PROD-00034,7,969.99,4.85,True,True
110,ORD-00291,PROD-00100,6,1579.62,36.18,True,True
111,ORD-00155,PROD-00123,1,940.56,5.25,True,True
112,ORD-00842,PROD-00261,5,1901.05,18.56,True,True
113,ORD-01240,PROD-00289,2,1203.35,13.4,True,True
114,ORD-00650,PROD-00118,5,1123.44,14.48,True,True
115,ORD-01100,PROD-00068,3,2021.62,32.71,True,True
116,ORD-00188,PROD-00271,3,1717.58,19.79,True,True
117,ORD-00834,PROD-00120,7,1708.55,5.18,True,True
118,ORD-01299,PROD-00177,6,338.92,25.64,True,True
119,ORD-01473,PROD-00268,1,1390.86,42.29,True,True
120,ORD-01480,PROD-00218,1,2477.15,21.76,True,True
121,ORD-01246,PROD-00251,4,2266.94,6.32,True,True
122,ORD-00728,PROD-00197,2,845.94,13.58,True,True
123,ORD-00643,PROD-00085,2,2172.65,41.35,True,True
124,ORD-00120,PROD-00211,4,1282.08,6.53,True,True
125,ORD-01344,PROD-00239,6,692.15,23.62,True,True
126,ORD-99999,PROD-00163,4,440.99,2.09,False,True
127,ORD-00480,PROD-00012,5,1863.46,15.03,True,True
128,ORD-00202,PROD-00103,3,689.73,41.94,True,True
129,ORD-00230,PROD-00108,5,2469.7,34.2,True,True
130,ORD-00153,PROD-00094,5,1581.04,19.06,True,True
131,ORD-00599,PROD-00023,7,637.12,25.46,True,True
132,ORD-00406,PROD-00228,7,449.1,29.49,True,True
133,ORD-00054,PROD-00197,4,2268.63,11.58,True,True
134,ORD-00089,PROD-00211,2,1909.96,19.04,True,True
135,ORD-00675,PROD-00138,6,347.34,27.35,True,True
136,ORD-01213,PROD-00125,1,2263.85,2.08,True,True
137,ORD-00768,PROD-00222,1,35.39,41.45,True,True
138,ORD-01267,PROD-00281,4,1844.98,36.21,True,True
139,ORD-01140,PROD-00028,7,1279.37,12.68,True,True
140,ORD-00664,PROD-00060,2,1063.96,30.6,True,True
141,ORD-01433,PROD-00263,1,1952.58,33.54,True,True
142,ORD-00756,PROD-00041,5,478.67,20.84,True,True
143,ORD-00980,PROD-00167,1,1999.67,38.34,True,True
144,ORD-00779,PROD-00042,6,2092.66,30.54,True,True
145,ORD-00233,PROD-00130,4,2184.63,41.88,True,True
146,ORD-00591,PROD-00248,6,2365.56,17.21,True,True
147,ORD-00834,PROD-00268,3,2114.15,29.48,True,True
148,ORD-01020,PROD-00024,7,287.26,20.35,True,True
149,ORD-01171,PROD-00228,7,1564.4,14.78,True,True
150,ORD-01044,PROD-00040,3,626.92,10.52,True,True
151,ORD-01360,PROD-00010,2,282.19,100.0,True,True
152,ORD-01451,PROD-00181,2,1134.05,28.81,True,True
153,ORD-01451,PROD-00152,3,2461.22,25.64,True,True
154,ORD-00514,PROD-00191,2,315.68,43.71,True,True
155,ORD-01305,PROD-00211,3,2091.7,10.11,True,True
156,ORD-00905,PROD-00092,7,651.69,38.62,True,True
157,ORD-01233,PROD-00157,3,945.77,25.41,True,True
158,ORD-01436,PROD-00211,5,2163.42,2.03,True,True
159,ORD-00314,PROD-00152,5,977.09,2.18,True,True
160,ORD-00633,PROD-00106,6,158.54,7.6,True,True
161,ORD-00189,PROD-00133,3,1345.29,20.13,True,True
162,ORD-00193,PROD-00261,1,1508.74,10.02,True,True
163,ORD-00092,PROD-00244,7,1039.13,31.77,True,True
164,ORD-01020,PROD-00100,7,448.01,17.63,True,True
165,ORD-00680,PROD-00001,1,1215.02,29.55,True,True
166,ORD-00793,PROD-00146,1,169.6,18.0,True,True
167,ORD-00422,PROD-00248,2,1807.51,8.33,True,True
168,ORD-01202,PROD-00150,1,590.13,43.8,True,True
169,ORD-00350,PROD-00045,3,307.0,34.21,True,True
170,ORD-00276,PROD-00277,1,217.45,30.45,True,True
171,ORD-00119,PROD-00072,5,63.0,28.19,True,True
172,ORD-01412,PROD-00215,7,259.14,6.55,True,True
173,ORD-00355,PROD-00276,7,270.23,14.18,True,True
174,ORD-01444,PROD-00145,6,692.99,41.34,True,True
175,ORD-00390,PROD-00155,3,337.96,9.22,True,True
176,ORD-01197,PROD-00136,1,2007.49,42.53,True,True
177,ORD-00478,PROD-00276,5,287.58,39.46,True,True
178,ORD-01396,PROD-00149,4,2454.53,4.51,True,True
179,ORD-01269,PROD-00136,4,960.27,16.45,True,True
180,ORD-00707,PROD-00160,4,1129.35,30.26,True,True
181,ORD-00476,PROD-00159,7,1377.19,34.21,True,True
182,ORD-00046,PROD-00148,1,1728.45,26.2,True,True
183,ORD-01070,PROD-00076,6,1135.99,27.96,True,True
184,ORD-00849,PROD-00214,4,464.07,12.07,True,True
185,ORD-00189,PROD-00084,3,2041.97,19.13,True,True
186,ORD-00170,PROD-00042,1,1661.08,21.19,True,True
187,ORD-01348,PROD-00139,6,881.32,27.18,True,True
188,ORD-00784,PROD-00212,1,1257.45,31.45,True,True
189,ORD-00116,PROD-00086,3,155.87,1.61,True,True
190,ORD-01172,PROD-00138,3,1233.26,38.42,True,True
191,ORD-01247,PROD-00221,1,1250.3,36.25,True,True
192,ORD-01203,PROD-00249,2,1270.89,42.92,True,True
193,ORD-00062,PROD-00018,3,1331.11,20.26,True,True
194,ORD-00087,PROD-00276,6,105.54,10.49,True,True
195,ORD-00747,PROD-00113,5,688.46,2.02,True,True
196,ORD-01304,PROD-00274,2,139.24,26.14,True,True
197,ORD-01156,PROD-00272,5,790.71,11.09,True,True
198,ORD-01127,PROD-00247,6,852.9,6.97,True,True
199,ORD-01195,PROD-00065,6,1584.57,0.78,True,True
200,ORD-01082,PROD-00093,2,763.48,12.08,True,True
201,ORD-00383,PROD-99999,5,2109.19,9.13,True,False
202,ORD-01460,PROD-00110,6,1721.73,25.92,True,True
203,ORD-00109,PROD-00021,1,2312.24,30.37,True,True
204,ORD-00182,PROD-00125,4,442.31,23.8,True,True
205,ORD-00543,PROD-00041,1,375.39,39.37,True,True
206,ORD-00775,PROD-00015,4,2188.69,42.73,True,True
207,ORD-00996,PROD-00026,4,1797.86,21.94,True,True
208,ORD-01100,PROD-00149,2,2154.35,21.27,True,True
209,ORD-01498,PROD-00257,3,2341.58,5.04,True,True
210,ORD-01356,PROD-00139,6,2127.25,12.66,True,True
211,ORD-00861,PROD-00018,7,91.75,29.15,True,True
212,ORD-00937,PROD-00072,4,2148.12,10.35,True,True
213,ORD-00382,PROD-00010,7,2403.2,11.46,True,True
214,ORD-00346,PROD-00024,6,1022.23,13.75,True,True
215,ORD-00338,PROD-00236,5,2055.74,32.85,True,True
216,ORD-01125,PROD-00107,6,987.54,2.19,True,True
217,ORD-00381,PROD-00283,6,1274.17,11.54,True,True
218,ORD-00912,PROD-00129,7,1630.08,35.79,True,True
219,ORD-01448,PROD-00150,2,1040.98,20.05,True,True
220,ORD-00672,PROD-00287,7,1515.4,19.59,True,True
221,ORD-00354,PROD-00286,1,1605.49,20.57,True,True
222,ORD-00503,PROD-00135,1,123.17,17.83,True,True
223,ORD-00358,PROD-00069,3,147.35,0.48,True,True
224,ORD-00007,PROD-00222,3,1150.9,10.16,True,True
225,ORD-01014,PROD-00101,3,2226.87,10.16,True,True
226,ORD-00289,PROD-00266,1,169.5,5.48,True,True
227,ORD-01219,PROD-00170,5,2418.4,15.82,True,True
228,ORD-00622,PROD-00249,5,2096.75,22.24,True,True
229,ORD-01481,PROD-00011,6,1723.6,16.09,True,True
230,ORD-01445,PROD-00237,7,501.05,13.7,True,True
231,ORD-00844,PROD-00117,3,2432.18,7.62,True,True
232,ORD-01271,PROD-00001,3,944.42,44.58,True,True
233,ORD-01345,PROD-00226,2,2110.19,21.38,True,True
234,ORD-01407,PROD-00295,2,2035.55,16.35,True,True
235,ORD-00557,PROD-00185,3,2151.3,30.06,True,True
236,ORD-00679,PROD-00043,4,1912.25,34.2,True,True
237,ORD-01034,PROD-00217,3,1602.93,40.07,True,True
238,ORD-00639,PROD-00247,4,1718.67,30.99,True,True
239,ORD-00480,PROD-00300,2,180.76,35.88,True,True
240,ORD-01109,PROD-00056,5,1511.99,22.16,True,True
241,ORD-01318,PROD-00059,1,2003.8,7.46,True,True
242,ORD-01345,PROD-00205,1,2357.29,44.99,True,True
243,ORD-00798,PROD-00261,5,2371.43,37.25,True,True
244,ORD-00527,PROD-00006,5,2081.57,12.26,True,True
245,ORD-01221,PROD-00235,3,359.83,37.74,True,True
246,ORD-00463,PROD-00227,3,2205.91,32.54,True,True
247,ORD-01069,PROD-00256,7,1462.81,38.04,True,True
248,ORD-00615,PROD-00125,5,2176.99,7.69,True,True
249,ORD-01463,PROD-00265,7,1605.66,21.32,True,True
250,ORD-00447,PROD-00300,4,60.03,2.85,True,True
251,ORD-99999,PROD-00199,6,539.47,23.71,False,True
252,ORD-01014,PROD-00044,3,784.47,25.41,True,True
253,ORD-01066,PROD-00150,6,2354.96,0.28,True,True
254,ORD-00014,PROD-00048,5,1853.46,32.77,True,True
255,ORD-00967,PROD-00220,7,1185.95,15.01,True,True
256,ORD-00805,PROD-00102,7,368.0,36.73,True,True
257,ORD-01335,PROD-00090,5,2434.44,25.25,True,True
258,ORD-00186,PROD-00189,4,789.57,41.43,True,True
259,ORD-00750,PROD-00252,2,1109.67,44.64,True,True
260,ORD-00818,PROD-00232,7,547.2,36.88,True,True
261,ORD-01300,PROD-00225,1,1048.44,3.56,True,True
262,ORD-00762,PROD-00072,5,2300.09,2.07,True,True
263,ORD-00510,PROD-00241,4,2340.92,29.51,True,True
264,ORD-00784,PROD-00298,7,101.37,27.91,True,True
265,ORD-01146,PROD-00077,6,1257.29,27.31,True,True
266,ORD-01159,PROD-00091,3,1189.07,2.43,True,True
267,ORD-00670,PROD-00191,3,2448.3,1.59,True,True
268,ORD-00244,PROD-00201,5,1484.54,12.68,True,True
269,ORD-00777,PROD-00105,6,1915.28,22.37,True,True
270,ORD-00422,PROD-00201,3,1406.68,12.99,True,True
271,ORD-01432,PROD-00017,2,1621.93,40.6,True,True
272,ORD-00579,PROD-00293,4,838.57,31.68,True,True
273,ORD-00918,PROD-00125,2,933.96,30.01,True,True
274,ORD-00087,PROD-00162,3,2044.67,44.06,True,True
275,ORD-01467,PROD-00138,2,26.46,43.14,True,True
276,ORD-01252,PROD-00160,1,2027.3,37.23,True,True
277,ORD-00238,PROD-00046,6,1352.58,31.83,True,True
278,ORD-01136,PROD-00187,2,2155.67,32.58,True,True
279,ORD-00411,PROD-00257,7,2094.7,4.21,True,True
280,ORD-00018,PROD-00151,6,2034.78,15.1,True,True
281,ORD-00769,PROD-00122,2,663.66,7.34,True,True
282,ORD-01486,PROD-00082,6,903.1,10.08,True,True
283,ORD-00510,PROD-00055,4,1553.28,0.32,True,True
284,ORD-00259,PROD-00226,5,387.53,29.6,True,True
285,ORD-00153,PROD-00147,2,72.52,20.33,True,True
286,ORD-00415,PROD-00027,3,1483.19,40.88,True,True
287,ORD-00027,PROD-00255,7,301.94,42.48,True,True
288,ORD-01379,PROD-00296,4,1618.26,16.93,True,True
289,ORD-00565,PROD-00201,4,1757.81,13.14,True,True
290,ORD-00500,PROD-00298,1,1453.74,12.8,True,True
291,ORD-01379,PROD-00190,4,350.8,9.59,True,True
292,ORD-00051,PROD-00017,1,1635.83,37.66,True,True
293,ORD-00667,PROD-00245,6,1918.81,1.82,True,True
294,ORD-00524,PROD-00295,3,1128.58,28.43,True,True
295,ORD-00117,PROD-00131,1,2129.13,16.01,True,True
296,ORD-00386,PROD-00045,4,1378.65,27.4,True,True
297,ORD-00518,PROD-00166,3,1153.32,23.37,True,True
298,ORD-00764,PROD-00105,1,664.55,14.54,True,True
299,ORD-00654,PROD-00124,1,1438.58,44.3,True,True
300,ORD-00463,PROD-00154,1,537.21,24.17,True,True
301,ORD-00642,PROD-99999,7,2421.97,100.0,True,False
302,ORD-00347,PROD-00003,1,1967.67,18.26,True,True
303,ORD-00426,PROD-00135,5,1367.23,19.73,True,True
304,ORD-00543,PROD-00102,2,1151.77,42.84,True,True
305,ORD-01224,PROD-00134,6,2150.49,15.74,True,True
306,ORD-01276,PROD-00101,3,1069.08,32.12,True,True
307,ORD-00895,PROD-00019,1,2419.36,34.49,True,True
308,ORD-00362,PROD-00267,2,1373.93,33.59,True,True
309,ORD-01039,PROD-00006,7,93.35,2.73,True,True
310,ORD-01228,PROD-00066,2,101.84,39.75,True,True
311,ORD-01484,PROD-00099,1,691.02,20.39,True,True
312,ORD-00754,PROD-00262,7,1789.7,10.84,True,True
313,ORD-00573,PROD-00169,3,539.11,24.01,True,True
314,ORD-01461,PROD-00043,7,1776.2,28.96,True,True
315,ORD-01203,PROD-00170,1,1307.29,40.41,True,True
316,ORD-00864,PROD-00270,3,176.15,1.39,True,True
317,ORD-01242,PROD-00203,7,743.19,0.59,True,True
318,ORD-01480,PROD-00083,2,2350.18,38.78,True,True
319,ORD-01037,PROD-00172,5,479.32,22.18,True,True
320,ORD-01285,PROD-00051,3,1998.53,28.07,True,True
321,ORD-00163,PROD-00153,2,1172.07,16.81,True,True
322,ORD-00743,PROD-00119,3,504.27,30.8,True,True
323,ORD-01175,PROD-00141,6,1318.29,44.81,True,True
324,ORD-00191,PROD-00248,3,100.87,35.61,True,True
325,ORD-01303,PROD-00270,7,1018.89,40.06,True,True
326,ORD-01181,PROD-00056,7,609.95,17.66,True,True
327,ORD-00719,PROD-00175,7,2197.84,30.47,True,True
328,ORD-00606,PROD-00178,4,2046.24,37.95,True,True
329,ORD-01437,PROD-00072,4,410.48,42.72,True,True
330,ORD-01306,PROD-00160,6,1345.18,29.62,True,True
331,ORD-01324,PROD-00075,1,528.8,15.95,True,True
332,ORD-00023,PROD-00185,6,557.0,27.89,True,True
333,ORD-00471,PROD-00194,7,1726.13,34.46,True,True
334,ORD-00242,PROD-00158,4,1980.18,44.45,True,True
335,ORD-00087,PROD-00082,1,644.13,34.38,True,True
336,ORD-00741,PROD-00015,7,1066.83,33.17,True,True
337,ORD-00195,PROD-00288,6,1019.53,15.61,True,True
338,ORD-00507,PROD-00032,6,1066.59,20.86,True,True
339,ORD-01097,PROD-00008,1,875.73,36.62,True,True
340,ORD-00893,PROD-00074,1,1219.93,37.06,True,True
341,ORD-00534,PROD-00006,5,1378.27,34.28,True,True
342,ORD-00202,PROD-00187,6,359.91,16.38,True,True
343,ORD-00369,PROD-00118,3,2340.81,18.31,True,True
344,ORD-01318,PROD-00158,2,1783.66,5.26,True,True
345,ORD-00349,PROD-00236,1,1124.69,24.53,True,True
346,ORD-01457,PROD-00171,3,126.18,6.36,True,True
347,ORD-01114,PROD-00287,1,941.17,37.48,True,True
348,ORD-01379,PROD-00111,7,924.32,3.59,True,True
349,ORD-00765,PROD-00256,2,1406.89,32.85,True,True
350,ORD-01418,PROD-00042,4,1576.6,12.09,True,True
351,ORD-00676,PROD-00009,7,1810.82,12.13,True,True
352,ORD-00555,PROD-00240,4,881.77,24.58,True,True
353,ORD-01370,PROD-00141,2,519.85,44.18,True,True
354,ORD-01212,PROD-00232,1,1774.88,29.7,True,True
355,ORD-01199,PROD-00293,5,1923.38,40.39,True,True
356,ORD-01273,PROD-00151,7,949.52,11.11,True,True
357,ORD-01112,PROD-00167,6,1596.46,28.28,True,True
358,ORD-00697,PROD-00011,7,432.37,33.86,True,True
359,ORD-00176,PROD-00126,6,562.96,34.25,True,True
360,ORD-01240,PROD-00047,6,845.14,16.1,True,True
361,ORD-01314,PROD-00280,1,953.31,28.19,True,True
362,ORD-00664,PROD-00012,6,843.58,5.22,True,True
363,ORD-00677,PROD-00250,1,1844.62,3.39,True,True
364,ORD-00756,PROD-00091,4,1795.23,6.83,True,True
365,ORD-00396,PROD-00211,6,992.71,35.31,True,True
366,ORD-01449,PROD-00235,1,1124.56,2.35,True,True
367,ORD-01292,PROD-00153,7,1302.7,34.83,True,True
368,ORD-00407,PROD-00209,5,474.85,27.46,True,True
369,ORD-00492,PROD-00114,6,266.82,41.5,True,True
370,ORD-00244,PROD-00011,2,2495.73,2.0,True,True
371,ORD-00135,PROD-00148,2,132.34,16.47,True,True
372,ORD-00879,PROD-00164,3,1607.87,5.07,True,True
373,ORD-00894,PROD-00156,7,1601.68,29.04,True,True
374,ORD-00488,PROD-00096,1,1909.18,43.1,True,True
375,ORD-00787,PROD-00043,1,1915.02,37.89,True,True
376,ORD-99999,PROD-00154,1,167.47,29.47,False,True
377,ORD-00486,PROD-00049,6,1478.23,33.71,True,True
378,ORD-00106,PROD-00279,4,1764.61,9.81,True,True
379,ORD-00423,PROD-00115,1,855.1,17.55,True,True
380,ORD-01273,PROD-00284,5,979.96,35.67,True,True
381,ORD-01211,PROD-00166,4,933.68,36.23,True,True
382,ORD-01368,PROD-00291,4,797.67,18.79,True,True
383,ORD-01168,PROD-00003,4,608.88,28.49,True,True
384,ORD-00758,PROD-00171,3,1054.67,3.4,True,True
385,ORD-00866,PROD-00212,1,1944.9,9.72,True,True
386,ORD-00749,PROD-00130,1,1944.7,33.6,True,True
387,ORD-00177,PROD-00266,7,1005.9,39.54,True,True
388,ORD-01380,PROD-00169,2,835.87,40.75,True,True
389,ORD-01062,PROD-00286,7,399.1,39.85,True,True
390,ORD-01300,PROD-00112,4,471.63,31.83,True,True
391,ORD-00589,PROD-00085,1,2470.92,5.97,True,True
392,ORD-00724,PROD-00280,6,2128.88,18.7,True,True
393,ORD-01145,PROD-00071,5,1001.32,20.17,True,True
394,ORD-00220,PROD-00003,6,1089.72,9.42,True,True
395,ORD-01489,PROD-00191,7,899.04,24.84,True,True
396,ORD-01127,PROD-00089,6,61.06,27.43,True,True
397,ORD-00317,PROD-00146,6,1784.74,40.71,True,True
398,ORD-01233,PROD-00294,1,1593.49,28.3,True,True
399,ORD-00180,PROD-00127,6,2200.95,33.89,True,True
400,ORD-01244,PROD-00281,2,1542.46,22.72,True,True
401,ORD-00423,PROD-99999,5,2408.8,44.68,True,False
402,ORD-00585,PROD-00300,2,1709.19,19.29,True,True
403,ORD-00999,PROD-00144,7,1483.71,33.84,True,True
404,ORD-00991,PROD-00238,6,2031.0,26.25,True,True
405,ORD-01296,PROD-00019,6,1933.19,38.68,True,True
406,ORD-00243,PROD-00098,1,348.36,28.84,True,True
407,ORD-00324,PROD-00033,5,700.41,6.49,True,True
408,ORD-01282,PROD-00011,3,635.31,7.73,True,True
409,ORD-01287,PROD-00185,2,820.93,21.31,True,True
410,ORD-01129,PROD-00018,2,1874.92,31.37,True,True
411,ORD-00353,PROD-00036,1,2329.33,5.16,True,True
412,ORD-01045,PROD-00164,1,750.15,7.73,True,True
413,ORD-00213,PROD-00164,7,2278.34,27.08,True,True
414,ORD-01250,PROD-00200,2,2020.48,16.46,True,True
415,ORD-01033,PROD-00067,7,901.53,19.33,True,True
416,ORD-00272,PROD-00298,6,597.35,16.25,True,True
417,ORD-00593,PROD-00143,2,904.31,16.81,True,True
418,ORD-00150,PROD-00052,2,2047.31,37.82,True,True
419,ORD-01263,PROD-00170,7,2432.18,9.28,True,True
420,ORD-00514,PROD-00292,2,1061.75,32.48,True,True
421,ORD-00200,PROD-00004,1,1644.04,42.78,True,True
422,ORD-00284,PROD-00090,2,2370.86,7.23,True,True
423,ORD-00687,PROD-00293,1,2016.2,2.87,True,True
424,ORD-00979,PROD-00195,7,611.79,30.42,True,True
425,ORD-01396,PROD-00038,4,954.6,29.42,True,True
426,ORD-01492,PROD-00260,3,2373.78,27.65,True,True
427,ORD-00587,PROD-00237,5,225.63,39.75,True,True
428,ORD-00210,PROD-00263,7,2315.22,30.51,True,True
429,ORD-01192,PROD-00172,5,412.75,33.61,True,True
430,ORD-00980,PROD-00083,1,754.2,12.71,True,True
431,ORD-00103,PROD-00143,5,837.42,9.54,True,True
432,ORD-01316,PROD-00074,7,803.22,38.14,True,True
433,ORD-00638,PROD-00227,4,1210.54,21.22,True,True
434,ORD-01383,PROD-00187,3,2375.25,27.64,True,True
435,ORD-00659,PROD-00200,6,1354.88,10.88,True,True
436,ORD-01263,PROD-00103,3,2356.81,16.06,True,True
437,ORD-00332,PROD-00050,5,238.67,32.56,True,True
438,ORD-00650,PROD-00020,6,367.93,29.71,True,True
439,ORD-00955,PROD-00089,6,854.68,17.8,True,True
440,ORD-01085,PROD-00234,2,1714.72,23.41,True,True
441,ORD-01168,PROD-00063,1,171.22,40.2,True,True
442,ORD-00045,PROD-00288,3,2016.59,14.1,True,True
443,ORD-01355,PROD-00217,2,1807.42,1.47,True,True
444,ORD-00174,PROD-00141,2,651.97,38.8,True,True
445,ORD-00494,PROD-00156,7,1693.42,39.77,True,True
446,ORD-00928,PROD-00178,2,1452.68,3.98,True,True
447,ORD-00259,PROD-00290,6,1644.7,2.73,True,True
448,ORD-00432,PROD-00087,7,221.46,12.7,True,True
449,ORD-01406,PROD-00225,7,2176.76,31.17,True,True
450,ORD-00552,PROD-00111,2,1335.84,5.66,True,True
451,ORD-00109,PROD-00222,1,62.61,100.0,True,True
452,ORD-01156,PROD-00085,2,1436.77,41.59,True,True
453,ORD-00776,PROD-00001,2,799.5,25.54,True,True
454,ORD-00703,PROD-00219,1,1542.32,39.54,True,True
