order_id,customer_id,order_date,status,region_code,payment_method,customer_exists,valid_customer
ORD-00088,CUST-00119,2023-05-18 00:00:00,SHIPPED,CENTRAL,UPI,True,True
ORD-00089,CUST-00240,2025-03-10 00:00:00,PLACED,NCR,UPI,True,True
ORD-00090,CUST-00230,2020-09-03 00:00:00,DELIVERED,SOUTH,Cash on Delivery,True,True
ORD-00091,CUST-00387,2022-06-02 00:00:00,CANCELLED,WEST,Net Banking,True,True
ORD-00092,CUST-00332,2021-10-17 00:00:00,SHIPPED,CENTRAL,Net Banking,True,True
ORD-00093,CUST-00172,2025-05-16 00:00:00,SHIPPED,EAST,Net Banking,True,True
ORD-00094,CUST-00245,2026-02-10 00:00:00,DELIVERED,NORTH,Debit Card,True,True
ORD-00095,CUST-00480,2024-02-28 00:00:00,PLACED,NCR,Net Banking,True,True
ORD-00096,CUST-00249,2022-03-19 00:00:00,RETURNED,WEST,UPI,True,True
ORD-00097,CUST-00184,2023-12-10 00:00:00,RETURNED,EAST,Net Banking,True,True
ORD-00098,CUST-00209,2025-08-23 00:00:00,DELIVERED,NCR,Debit Card,True,True
ORD-00099,CUST-00496,2024-01-05 00:00:00,RETURNED,SOUTH,Credit Card,True,True
ORD-00100,CUST-00261,2026-08-10 00:01:11,PLACED,SOUTH,Net Banking,True,True
ORD-00101,,2024-01-03 00:00:00,SHIPPED,CENTRAL,Credit Card,False,False
ORD-00102,CUST-00414,2020-07-04 00:00:00,DELIVERED,SOUTH,Credit Card,True,True
ORD-00103,CUST-00148,2022-03-22 00:00:00,RETURNED,CENTRAL,Debit Card,True,True
ORD-00104,CUST-00215,2024-05-03 00:00:00,PLACED,CENTRAL,Net Banking,True,True
ORD-00105,CUST-00035,2022-12-14 00:00:00,DELIVERED,SOUTH,Net Banking,True,True
ORD-00106,CUST-00429,2020-04-11 00:00:00,RETURNED,CENTRAL,UPI,True,True
ORD-00107,CUST-00132,2022-04-25 00:00:00,RETURNED,NCR,Cash on Delivery,True,True
ORD-00108,CUST-00477,2020-05-18 00:00:00,SHIPPED,WEST,Debit Card,True,True
ORD-00109,CUST-00173,2020-07-23 00:00:00,SHIPPED,NORTH,Credit Card,True,True
ORD-00110,CUST-00202,2020-04-01 00:00:00,RETURNED,WEST,Net Banking,True,True
ORD-00111,CUST-00324,2020-12-05 00:00:00,RETURNED,SOUTH,Debit Card,True,True
ORD-00112,CUST-00139,2026-08-10 00:01:11,CANCELLED,CENTRAL,Net Banking,True,True
ORD-00113,CUST-00264,2026-08-10 00:01:11,CANCELLED,WEST,Credit Card,True,True
ORD-00114,CUST-00386,2020-01-11 00:00:00,RETURNED,CENTRAL,Credit Card,True,True
ORD-00115,CUST-00073,2021-11-17 00:00:00,SHIPPED,SOUTH,UPI,True,True
ORD-00116,CUST-00223,2026-08-10 00:01:11,PLACED,EAST,Net Banking,True,True
ORD-00117,CUST-00012,2023-04-04 00:00:00,RETURNED,WEST,Credit Card,True,True
ORD-00118,CUST-00434,2020-04-03 00:00:00,RETURNED,NORTH,Credit Card,True,True
ORD-00119,CUST-00192,2020-12-25 00:00:00,SHIPPED,WEST,Debit Card,True,True
ORD-00120,CUST-00097,2026-08-10 00:01:11,PLACED,SOUTH,Net Banking,True,True
ORD-00120,,2026-05-06 00:00:00,PLACED,NCR,Credit Card,False,False
ORD-00122,CUST-00217,2021-07-17 00:00:00,PLACED,NCR,Cash on Delivery,True,True
ORD-00123,CUST-00374,2022-04-12 00:00:00,PLACED,EAST,Debit Card,True,True
ORD-00124,CUST-00367,2023-01-21 00:00:00,SHIPPED,SOUTH,UPI,True,True
ORD-00125,CUST-00195,2021-07-23 00:00:00,PLACED,WEST,Net Banking,True,True
ORD-00126,CUST-00261,2026-06-10 00:00:00,PLACED,EAST,Cash on Delivery,True,True
ORD-00127,CUST-00002,2025-12-08 00:00:00,RETURNED,WEST,UPI,True,True
ORD-00128,CUST-00169,2020-08-21 00:00:00,SHIPPED,WEST,Debit Card,True,True
ORD-00129,CUST-00280,2024-10-03 00:00:00,PLACED,SOUTH,Net Banking,True,True
ORD-00130,CUST-00121,2023-09-26 00:00:00,SHIPPED,SOUTH,UPI,True,True
ORD-00131,CUST-00369,2025-01-31 00:00:00,PLACED,EAST,Debit Card,True,True
ORD-00132,CUST-00004,2023-04-27 00:00:00,SHIPPED,EAST,Debit Card,True,True
ORD-00133,CUST-00296,2024-09-05 00:00:00,SHIPPED,NORTH,Cash on Delivery,True,True
ORD-00134,CUST-00408,2025-11-16 00:00:00,DELIVERED,NORTH,Cash on Delivery,True,True
ORD-00135,CUST-00025,2026-08-10 00:01:11,SHIPPED,EAST,Credit Card,True,True
ORD-00136,CUST-00217,2021-12-25 00:00:00,RETURNED,WEST,Cash on Delivery,True,True
ORD-00137,CUST-00245,2022-03-29 00:00:00,DELIVERED,EAST,Cash on Delivery,True,True
ORD-00138,CUST-00338,2024-10-14 00:00:00,DELIVERED,NCR,Credit Card,True,True
ORD-00139,CUST-00309,2026-08-10 00:01:11,CANCELLED,EAST,Cash on Delivery,True,True
ORD-00140,CUST-00174,2023-02-23 00:00:00,SHIPPED,NORTH,Cash on Delivery,True,True
ORD-00138,,2021-05-02 00:00:00,SHIPPED,NCR,UPI,False,False
ORD-00142,CUST-00409,2025-11-10 00:00:00,SHIPPED,SOUTH,Debit Card,True,True
ORD-00143,CUST-00394,2023-10-14 00:00:00,CANCELLED,CENTRAL,Cash on Delivery,True,True
ORD-00144,CUST-00360,2022-06-22 00:00:00,CANCELLED,CENTRAL,Debit Card,True,True
ORD-00145,CUST-00097,2025-02-06 00:00:00,CANCELLED,NCR,Credit Card,True,True
ORD-00146,CUST-00444,2024-09-27 00:00:00,SHIPPED,EAST,Net Banking,True,True
ORD-00147,CUST-00112,2026-03-23 00:00:00,DELIVERED,WEST,UPI,True,True
ORD-00148,CUST-00061,2021-08-17 00:00:00,SHIPPED,EAST,Credit Card,True,True
ORD-00149,CUST-00293,2025-02-05 00:00:00,PLACED,NORTH,UPI,True,True
ORD-00150,CUST-00093,2026-08-10 00:01:11,RETURNED,SOUTH,Cash on Delivery,True,True
ORD-00151,CUST-00266,2022-11-18 00:00:00,DELIVERED,CENTRAL,Debit Card,True,True
ORD-00152,CUST-00330,2022-06-03 00:00:00,DELIVERED,WEST,Credit Card,True,True
ORD-00153,CUST-00162,2024-10-30 00:00:00,DELIVERED,NORTH,Cash on Delivery,True,True
ORD-00154,CUST-00314,2026-08-10 00:01:11,DELIVERED,WEST,Debit Card,True,True
ORD-00155,CUST-00449,2023-11-30 00:00:00,SHIPPED,NCR,Net Banking,True,True
ORD-00156,CUST-00252,2021-09-08 00:00:00,SHIPPED,SOUTH,UPI,True,True
ORD-00157,CUST-00467,2026-08-10 00:01:11,SHIPPED,NCR,UPI,True,True
ORD-00158,CUST-00226,2020-03-06 00:00:00,RETURNED,EAST,Net Banking,True,True
ORD-00159,CUST-00146,2024-04-25 00:00:00,DELIVERED,CENTRAL,Debit Card,True,True
ORD-00160,CUST-00009,2023-04-02 00:00:00,PLACED,EAST,Debit Card,True,True
ORD-00161,,2026-08-10 00:01:11,RETURNED,CENTRAL,Cash on Delivery,False,False
ORD-00162,CUST-00190,2024-09-08 00:00:00,SHIPPED,CENTRAL,Net Banking,True,True
ORD-00163,CUST-00025,2025-03-06 00:00:00,RETURNED,EAST,UPI,True,True
ORD-00164,CUST-00490,2020-05-14 00:00:00,SHIPPED,SOUTH,UPI,True,True
ORD-00165,CUST-00007,2021-01-09 00:00:00,SHIPPED,EAST,Debit Card,True,True
ORD-00166,CUST-00181,2024-11-24 00:00:00,PLACED,CENTRAL,UPI,True,True
ORD-00167,CUST-00493,2025-04-01 00:00:00,DELIVERED,NCR,Debit Card,True,True
ORD-00168,CUST-00128,2020-04-12 00:00:00,PLACED,SOUTH,Net Banking,True,True
ORD-00169,CUST-00304,2021-09-18 00:00:00,RETURNED,CENTRAL,Debit Card,True,True
ORD-00170,CUST-00213,2024-01-21 00:00:00,PLACED,SOUTH,Cash on Delivery,True,True
ORD-00171,CUST-00389,2021-08-26 00:00:00,CANCELLED,EAST,Credit Card,True,True
ORD-00172,CUST-00167,2026-08-10 00:01:11,PLACED,WEST,Cash on Delivery,True,True
ORD-00173,CUST-00345,2020-03-13 00:00:00,PLACED,CENTRAL,Cash on Delivery,True,True
ORD-00174,CUST-00135,2024-06-05 00:00:00,PLACED,NCR,Net Banking,True,True
ORD-00175,CUST-00393,2022-12-14 00:00:00,PLACED,NCR,Net Banking,True,True
ORD-00176,CUST-00389,2026-08-10 00:01:11,SHIPPED,NCR,Debit Card,True,True
ORD-00177,CUST-00149,2022-07-29 00:00:00,RETURNED,CENTRAL,Debit Card,True,True
ORD-00178,CUST-00173,2026-08-10 00:01:11,CANCELLED,NORTH,Credit Card,True,True
ORD-00179,CUST-00373,2020-01-27 00:00:00,PLACED,WEST,Debit Card,True,True
ORD-00180,CUST-00239,2021-08-24 00:00:00,SHIPPED,SOUTH,Debit Card,True,True
ORD-00180,,2023-08-21 00:00:00,PLACED,WEST,Credit Card,False,False
ORD-00182,CUST-00113,2024-02-04 00:00:00,CANCELLED,NORTH,UPI,True,True
ORD-00183,CUST-00214,2026-06-26 00:00:00,SHIPPED,CENTRAL,Cash on Delivery,True,True
ORD-00184,CUST-00480,2024-10-01 00:00:00,SHIPPED,NORTH,UPI,True,True
ORD-00185,CUST-00439,2022-10-07 00:00:00,PLACED,NORTH,Cash on Delivery,True,True
ORD-00186,CUST-00299,2021-12-12 00:00:00,CANCELLED,NCR,Cash on Delivery,True,True
ORD-00187,CUST-00056,2021-08-08 00:00:00,SHIPPED,SOUTH,Debit Card,True,True
ORD-00188,CUST-00070,2026-08-10 00:01:11,CANCELLED,EAST,Debit Card,True,True
ORD-00189,CUST-00195,2021-03-03 00:00:00,SHIPPED,SOUTH,Cash on Delivery,True,True
ORD-00190,CUST-00236,2020-04-08 00:00:00,CANCELLED,CENTRAL,Net Banking,True,True
ORD-00191,CUST-00227,2021-09-16 00:00:00,DELIVERED,CENTRAL,Debit Card,True,True
ORD-00192,CUST-00119,2025-05-06 00:00:00,RETURNED,CENTRAL,Debit Card,True,True
ORD-00193,CUST-00298,2020-03-14 00:00:00,CANCELLED,SOUTH,Debit Card,True,True
ORD-00194,CUST-00020,2020-03-19 00:00:00,SHIPPED,WEST,Cash on Delivery,True,True
ORD-00195,CUST-00387,2022-12-15 00:00:00,RETURNED,CENTRAL,Net Banking,True,True
ORD-00196,CUST-00069,2024-02-17 00:00:00,SHIPPED,NCR,Credit Card,True,True
ORD-00197,CUST-00195,2026-05-25 00:00:00,PLACED,NCR,Cash on Delivery,True,True
ORD-00198,CUST-00302,2026-01-23 00:00:00,PLACED,CENTRAL,UPI,True,True
ORD-00199,CUST-00370,2020-11-30 00:00:00,CANCELLED,CENTRAL,Debit Card,True,True
ORD-00200,CUST-00110,2022-04-26 00:00:00,DELIVERED,NCR,UPI,True,True
ORD-00201,,2022-06-17 00:00:00,PLACED,WEST,UPI,False,False
ORD-00202,CUST-00330,2021-10-03 00:00:00,SHIPPED,NCR,Credit Card,True,True
ORD-00203,CUST-00103,2024-04-15 00:00:00,DELIVERED,SOUTH,UPI,True,True
ORD-00204,CUST-00178,2023-06-16 00:00:00,CANCELLED,EAST,Credit Card,True,True
ORD-00205,CUST-00052,2023-02-14 00:00:00,SHIPPED,WEST,Net Banking,True,True
ORD-00206,CUST-00423,2023-12-30 00:00:00,PLACED,NORTH,Cash on Delivery,True,True
ORD-00207,CUST-00499,2022-06-10 00:00:00,CANCELLED,WEST,Credit Card,True,True
ORD-00208,CUST-00432,2023-04-29 00:00:00,DELIVERED,NCR,Cash on Delivery,True,True
ORD-00209,CUST-00286,2024-10-20 00:00:00,SHIPPED,CENTRAL,Debit Card,True,True
ORD-00210,CUST-00492,2020-01-25 00:00:00,SHIPPED,CENTRAL,UPI,True,True
ORD-00073,CUST-00164,2026-08-10 00:01:11,PLACED,NORTH,Net Banking,True,True
ORD-00212,CUST-00117,2021-10-28 00:00:00,PLACED,WEST,Debit Card,True,True
ORD-00213,CUST-00045,2020-07-24 00:00:00,DELIVERED,CENTRAL,Net Banking,True,True
ORD-00214,CUST-00217,2026-02-21 00:00:00,DELIVERED,CENTRAL,Cash on Delivery,True,True
ORD-00215,CUST-00256,2026-08-10 00:01:11,RETURNED,WEST,UPI,True,True
ORD-00216,CUST-00048,2025-12-01 00:00:00,PLACED,WEST,Credit Card,True,True
ORD-00217,CUST-00413,2021-10-16 00:00:00,CANCELLED,CENTRAL,UPI,True,True
ORD-00218,CUST-00151,2024-02-22 00:00:00,SHIPPED,NORTH,Debit Card,True,True
ORD-00219,CUST-00219,2021-03-09 00:00:00,SHIPPED,WEST,Debit Card,True,True
ORD-00220,CUST-00119,2022-08-28 00:00:00,SHIPPED,CENTRAL,Credit Card,True,True
ORD-00221,,2023-01-24 00:00:00,SHIPPED,NORTH,UPI,False,False
ORD-00222,CUST-00447,2020-02-27 00:00:00,CANCELLED,EAST,Debit Card,True,True
ORD-00223,CUST-00082,2024-12-17 00:00:00,PLACED,WEST,Credit Card,True,True
ORD-00224,CUST-00064,2025-09-01 00:00:00,PLACED,NCR,Cash on Delivery,True,True
ORD-00225,CUST-00500,2023-06-17 00:00:00,DELIVERED,CENTRAL,UPI,True,True
ORD-00226,CUST-00485,2023-08-02 00:00:00,SHIPPED,CENTRAL,Credit Card,True,True
ORD-00227,CUST-00257,2020-05-21 00:00:00,DELIVERED,EAST,Debit Card,True,True
ORD-00228,CUST-00149,2020-09-12 00:00:00,PLACED,NCR,Credit Card,True,True
ORD-00229,CUST-00045,2025-12-09 00:00:00,CANCELLED,NCR,UPI,True,True
ORD-00230,CUST-00398,2024-09-07 00:00:00,SHIPPED,WEST,Debit Card,True,True
ORD-00231,CUST-00046,2024-02-21 00:00:00,RETURNED,SOUTH,Credit Card,True,True
ORD-00232,CUST-00036,2021-12-11 00:00:00,DELIVERED,CENTRAL,Net Banking,True,True
ORD-00233,CUST-00101,2022-07-25 00:00:00,RETURNED,CENTRAL,Credit Card,True,True
ORD-00234,CUST-00110,2024-03-17 00:00:00,CANCELLED,EAST,Net Banking,True,True
ORD-00235,CUST-00202,2020-04-15 00:00:00,PLACED,NCR,Cash on Delivery,True,True
ORD-00236,CUST-00339,2025-02-24 00:00:00,CANCELLED,CENTRAL,Debit Card,True,True
ORD-00237,CUST-00381,2020-01-15 00:00:00,RETURNED,EAST,UPI,True,True
ORD-00238,CUST-00287,2023-01-21 00:00:00,SHIPPED,NCR,Net Banking,True,True
ORD-00239,CUST-00388,2025-06-23 00:00:00,SHIPPED,EAST,Net Banking,True,True
ORD-00240,CUST-00283,2021-05-03 00:00:00,PLACED,NCR,Debit Card,True,True
ORD-00240,,2026-08-10 00:01:11,RETURNED,NCR,Cash on Delivery,False,False
ORD-00242,CUST-00309,2026-04-24 00:00:00,DELIVERED,SOUTH,Debit Card,True,True
ORD-00243,CUST-00282,2020-03-06 00:00:00,PLACED,NCR,Net Banking,True,True
ORD-00244,CUST-00363,2023-06-09 00:00:00,RETURNED,NORTH,Cash on Delivery,True,True
ORD-00245,CUST-00310,2020-08-14 00:00:00,DELIVERED,NORTH,UPI,True,True
ORD-00246,CUST-00482,2026-04-06 00:00:00,RETURNED,NCR,Net Banking,True,True
ORD-00247,CUST-00411,2026-08-10 00:01:11,SHIPPED,WEST,Net Banking,True,True
ORD-00248,CUST-00317,2024-10-26 00:00:00,PLACED,CENTRAL,UPI,True,True
ORD-00249,CUST-00163,2021-03-19 00:00:00,CANCELLED,NORTH,Net Banking,True,True
ORD-00250,CUST-00240,2022-10-03 00:00:00,CANCELLED,WEST,UPI,True,True
ORD-00251,CUST-00268,2023-12-18 00:00:00,DELIVERED,CENTRAL,Cash on Delivery,True,True
ORD-00252,CUST-00205,2021-04-13 00:00:00,PLACED,EAST,Net Banking,True,True
ORD-00253,CUST-00411,2024-10-29 00:00:00,DELIVERED,NORTH,Net Banking,True,True
ORD-00254,CUST-00338,2026-01-02 00:00:00,DELIVERED,SOUTH,Cash on Delivery,True,True
ORD-00255,CUST-00320,2025-05-13 00:00:00,CANCELLED,NORTH,Credit Card,True,True
ORD-00256,CUST-00322,2026-01-14 00:00:00,PLACED,SOUTH,Credit Card,True,True
ORD-00257,CUST-00354,2023-04-19 00:00:00,DELIVERED,EAST,UPI,True,True
ORD-00258,CUST-00052,2024-05-20 00:00:00,RETURNED,NCR,Net Banking,True,True
ORD-00259,CUST-00184,2022-05-23 00:00:00,CANCELLED,NORTH,Credit Card,True,True
ORD-00260,CUST-00211,2024-03-14 00:00:00,DELIVERED,EAST,Debit Card,True,True
ORD-00261,,2025-09-19 00:00:00,DELIVERED,EAST,Cash on Delivery,False,False
ORD-00262,CUST-00229,2020-11-29 00:00:00,SHIPPED,SOUTH,Cash on Delivery,True,True
ORD-00263,CUST-00344,2026-08-10 00:01:11,SHIPPED,CENTRAL,Credit Card,True,True
ORD-00264,CUST-00473,2024-09-21 00:00:00,DELIVERED,NORTH,Debit Card,True,True
ORD-00265,CUST-00364,2023-05-12 00:00:00,CANCELLED,WEST,Cash on Delivery,True,True
ORD-00266,CUST-00224,2023-09-22 00:00:00,DELIVERED,EAST,Credit Card,True,True
ORD-00267,CUST-00439,2023-08-08 00:00:00,SHIPPED,NCR,UPI,True,True
ORD-00268,CUST-00079,2024-04-23 00:00:00,SHIPPED,NORTH,Debit Card,True,True
ORD-00269,CUST-00365,2025-02-14 00:00:00,RETURNED,NORTH,UPI,True,True
ORD-00270,CUST-00052,2022-04-25 00:00:00,DELIVERED,NCR,UPI,True,True
ORD-00271,CUST-00177,2026-04-13 00:00:00,SHIPPED,EAST,UPI,True,True
ORD-00272,CUST-00060,2023-03-19 00:00:00,RETURNED,WEST,Credit Card,True,True
ORD-00273,CUST-00022,2021-04-17 00:00:00,DELIVERED,NORTH,UPI,True,True
ORD-00274,CUST-00173,2022-02-05 00:00:00,RETURNED,NORTH,Net Banking,True,True
ORD-00275,CUST-00143,2025-06-24 00:00:00,RETURNED,WEST,Debit Card,True,True
ORD-00276,CUST-00404,2024-12-31 00:00:00,DELIVERED,CENTRAL,Net Banking,True,True
ORD-00277,CUST-00480,2022-08-01 00:00:00,DELIVERED,NORTH,Cash on Delivery,True,True
ORD-00278,CUST-00085,2022-11-07 00:00:00,RETURNED,WEST,Credit Card,True,True
ORD-00279,CUST-00192,2026-06-10 00:00:00,CANCELLED,SOUTH,Cash on Delivery,True,True
ORD-00280,CUST-00116,2026-03-14 00:00:00,RETURNED,WEST,UPI,True,True
ORD-00191,,2023-08-17 00:00:00,DELIVERED,NORTH,Cash on Delivery,False,False
ORD-00282,CUST-00021,2026-08-10 00:01:11,SHIPPED,WEST,Credit Card,True,True
ORD-00283,CUST-00043,2021-11-02 00:00:00,PLACED,WEST,Credit Card,True,True
ORD-00284,CUST-00399,2020-08-29 00:00:00,DELIVERED,NORTH,Cash on Delivery,True,True
ORD-00285,CUST-00008,2026-08-10 00:01:11,RETURNED,NCR,Net Banking,True,True
ORD-00286,CUST-00084,2025-07-31 00:00:00,DELIVERED,SOUTH,UPI,True,True
ORD-00287,CUST-00474,2026-08-10 00:01:11,SHIPPED,NORTH,Net Banking,True,True
ORD-00288,CUST-00336,2020-01-03 00:00:00,RETURNED,EAST,Cash on Delivery,True,True
