item_id,order_id,product_id,quantity,unit_price,discount_percent
130,ORD-00153,PROD-00094,5,1581.04,19.06
131,ORD-00599,PROD-00023,7,637.12,25.46
132,ORD-00406,PROD-00228,7,449.1,29.49
133,ORD-00054,PROD-00197,4,2268.63,11.58
134,ORD-00089,PROD-00211,2,1909.96,19.04
135,ORD-00675,PROD-00138,6,347.34,27.35
136,ORD-01213,PROD-00125,1,2263.85,2.08
137,ORD-00768,PROD-00222,-1,35.39,41.45
138,ORD-01267,PROD-00281,4,1844.98,36.21
139,ORD-01140,PROD-00028,7,1279.37,12.68
140,ORD-00664,PROD-00060,2,1063.96,30.6
141,ORD-01433,PROD-00263,1,1952.58,33.54
142,ORD-00756,PROD-00041,5,478.67,20.84
143,ORD-00980,PROD-00167,1,1999.67,38.34
144,ORD-00779,PROD-00042,6,2092.66,30.54
145,ORD-00233,PROD-00130,4,2184.63,41.88
146,ORD-00591,PROD-00248,6,2365.56,17.21
147,ORD-00834,PROD-00268,3,2114.15,29.48
148,ORD-01020,PROD-00024,7,287.26,20.35
149,ORD-01171,PROD-00228,7,1564.4,14.78
150,ORD-01044,PROD-00040,3,626.92,10.52
151,ORD-01360,PROD-00010,2,282.19,155.26
152,ORD-01451,PROD-00181,2,1134.05,28.81
153,ORD-01451,PROD-00152,3,2461.22,25.64
154,ORD-00514,PROD-00191,2,315.68,43.71
155,ORD-01305,PROD-00211,3,2091.7,10.11
156,ORD-00905,PROD-00092,7,651.69,38.62
157,ORD-01233,PROD-00157,3,945.77,25.41
158,ORD-01436,PROD-00211,5,2163.42,2.03
159,ORD-00314,PROD-00152,5,977.09,2.18
160,ORD-00633,PROD-00106,6,158.54,7.6
161,ORD-00189,PROD-00133,3,1345.29,20.13
162,ORD-00193,PROD-00261,1,1508.74,10.02
163,ORD-00092,PROD-00244,7,1039.13,31.77
164,ORD-01020,PROD-00100,7,448.01,17.63
165,ORD-00680,PROD-00001,1,1215.02,29.55
166,ORD-00793,PROD-00146,0,169.6,18.0
167,ORD-00422,PROD-00248,2,1807.51,8.33
168,ORD-01202,PROD-00150,1,590.13,43.8
169,ORD-00350,PROD-00045,3,307.0,34.21
170,ORD-00276,PROD-00277,1,217.45,30.45
171,ORD-00119,PROD-00072,-5,63.0,28.19
172,ORD-01412,PROD-00215,7,259.14,6.55
173,ORD-00355,PROD-00276,7,270.23,14.18
174,ORD-01444,PROD-00145,6,692.99,41.34
175,ORD-00390,PROD-00155,3,337.96,9.22
176,ORD-01197,PROD-00136,1,2007.49,42.53
177,ORD-00478,PROD-00276,5,287.58,39.46
178,ORD-01396,PROD-00149,4,2454.53,4.51
179,ORD-01269,PROD-00136,4,960.27,16.45
180,ORD-00707,PROD-00160,4,1129.35,30.26
181,ORD-00476,PROD-00159,7,1377.19,34.21
182,ORD-00046,PROD-00148,1,1728.45,26.2
183,ORD-01070,PROD-00076,6,1135.99,27.96
184,ORD-00849,PROD-00214,4,464.07,12.07
185,ORD-00189,PROD-00084,3,2041.97,19.13
186,ORD-00170,PROD-00042,1,1661.08,21.19
187,ORD-01348,PROD-00139,6,881.32,27.18
188,ORD-00784,PROD-00212,1,1257.45,31.45
189,ORD-00116,PROD-00086,3,155.87,1.61
190,ORD-01172,PROD-00138,3,1233.26,38.42
191,ORD-01247,PROD-00221,1,1250.3,36.25
192,ORD-01203,PROD-00249,2,1270.89,42.92
193,ORD-00062,PROD-00018,3,1331.11,20.26
194,ORD-00087,PROD-00276,6,105.54,10.49
195,ORD-00747,PROD-00113,5,688.46,2.02
196,ORD-01304,PROD-00274,2,139.24,26.14
197,ORD-01156,PROD-00272,5,790.71,11.09
198,ORD-01127,PROD-00247,6,852.9,6.97
199,ORD-01195,PROD-00065,6,1584.57,0.78
200,ORD-01082,PROD-00093,2,763.48,12.08
201,ORD-00383,PROD-99999,5,2109.19,9.13
202,ORD-01460,PROD-00110,6,1721.73,25.92
203,ORD-00109,PROD-00021,1,2312.24,30.37
204,ORD-00182,PROD-00125,4,442.31,23.8
205,ORD-00543,PROD-00041,-1,375.39,39.37
206,ORD-00775,PROD-00015,4,2188.69,42.73
207,ORD-00996,PROD-00026,4,1797.86,21.94
208,ORD-01100,PROD-00149,2,2154.35,21.27
209,ORD-01498,PROD-00257,3,2341.58,5.04
210,ORD-01356,PROD-00139,6,2127.25,12.66
211,ORD-00861,PROD-00018,7,91.75,29.15
212,ORD-00937,PROD-00072,4,2148.12,10.35
213,ORD-00382,PROD-00010,7,2403.2,11.46
214,ORD-00346,PROD-00024,6,1022.23,13.75
215,ORD-00338,PROD-00236,5,2055.74,32.85
216,ORD-01125,PROD-00107,6,987.54,2.19
217,ORD-00381,PROD-00283,6,1274.17,11.54
218,ORD-00912,PROD-00129,7,1630.08,35.79
219,ORD-01448,PROD-00150,2,1040.98,20.05
220,ORD-00672,PROD-00287,7,1515.4,19.59
221,ORD-00354,PROD-00286,0,1605.49,20.57
222,ORD-00503,PROD-00135,1,123.17,17.83
223,ORD-00358,PROD-00069,3,147.35,0.48
224,ORD-00007,PROD-00222,3,1150.9,10.16
225,ORD-01014,PROD-00101,3,2226.87,10.16
226,ORD-00289,PROD-00266,1,169.5,5.48
227,ORD-01219,PROD-00170,5,2418.4,15.82
228,ORD-00622,PROD-00249,5,2096.75,22.24
229,ORD-01481,PROD-00011,6,1723.6,16.09
230,ORD-01445,PROD-00237,7,501.05,13.7
231,ORD-00844,PROD-00117,3,2432.18,7.62
232,ORD-01271,PROD-00001,3,944.42,44.58
233,ORD-01345,PROD-00226,2,2110.19,21.38
234,ORD-01407,PROD-00295,2,2035.55,16.35
235,ORD-00557,PROD-00185,3,2151.3,30.06
236,ORD-00679,PROD-00043,4,1912.25,34.2
237,ORD-01034,PROD-00217,3,1602.93,40.07
238,ORD-00639,PROD-00247,4,1718.67,30.99
239,ORD-00480,PROD-00300,-2,180.76,35.88
240,ORD-01109,PROD-00056,5,1511.99,22.16
241,ORD-01318,PROD-00059,1,2003.8,7.46
242,ORD-01345,PROD-00205,1,2357.29,44.99
243,ORD-00798,PROD-00261,5,2371.43,37.25
244,ORD-00527,PROD-00006,5,2081.57,12.26
245,ORD-01221,PROD-00235,3,359.83,37.74
246,ORD-00463,PROD-00227,3,2205.91,32.54
247,ORD-01069,PROD-00256,7,1462.81,38.04
248,ORD-00615,PROD-00125,5,2176.99,7.69
249,ORD-01463,PROD-00265,7,1605.66,21.32
250,ORD-00447,PROD-00300,4,60.03,2.85
251,ORD-99999,PROD-00199,6,539.47,23.71
252,ORD-01014,PROD-00044,3,784.47,25.41
253,ORD-01066,PROD-00150,6,2354.96,0.28
254,ORD-00014,PROD-00048,5,1853.46,32.77
255,ORD-00967,PROD-00220,7,1185.95,15.01
256,ORD-00805,PROD-00102,7,368.0,36.73
257,ORD-01335,PROD-00090,5,2434.44,25.25
258,ORD-00186,PROD-00189,4,789.57,41.43
259,ORD-00750,PROD-00252,2,1109.67,44.64
260,ORD-00818,PROD-00232,7,547.2,36.88
261,ORD-01300,PROD-00225,1,1048.44,3.56
262,ORD-00762,PROD-00072,5,2300.09,2.07
263,ORD-00510,PROD-00241,4,2340.92,29.51
264,ORD-00784,PROD-00298,7,101.37,27.91
265,ORD-01146,PROD-00077,6,1257.29,27.31
266,ORD-01159,PROD-00091,3,1189.07,2.43
267,ORD-00670,PROD-00191,3,2448.3,1.59
268,ORD-00244,PROD-00201,5,1484.54,12.68
269,ORD-00777,PROD-00105,6,1915.28,22.37
270,ORD-00422,PROD-00201,3,1406.68,12.99
271,ORD-01432,PROD-00017,2,1621.93,40.6
272,ORD-00579,PROD-00293,4,838.57,31.68
273,ORD-00918,PROD-00125,-2,933.96,30.01
274,ORD-00087,PROD-00162,3,2044.67,44.06
275,ORD-01467,PROD-00138,2,26.46,43.14
276,ORD-01252,PROD-00160,0,2027.3,37.23
277,ORD-00238,PROD-00046,6,1352.58,31.83
278,ORD-01136,PROD-00187,2,2155.67,32.58
279,ORD-00411,PROD-00257,7,2094.7,4.21
280,ORD-00018,PROD-00151,6,2034.78,15.1
281,ORD-00769,PROD-00122,2,663.66,7.34
282,ORD-01486,PROD-00082,6,903.1,10.08
283,ORD-00510,PROD-00055,4,1553.28,0.32
284,ORD-00259,PROD-00226,5,387.53,29.6
285,ORD-00153,PROD-00147,2,72.52,20.33
286,ORD-00415,PROD-00027,3,1483.19,40.88
287,ORD-00027,PROD-00255,7,301.94,42.48
288,ORD-01379,PROD-00296,4,1618.26,16.93
289,ORD-00565,PROD-00201,4,1757.81,13.14
290,ORD-00500,PROD-00298,1,1453.74,12.8
291,ORD-01379,PROD-00190,4,350.8,9.59
292,ORD-00051,PROD-00017,1,1635.83,37.66
293,ORD-00667,PROD-00245,6,1918.81,1.82
294,ORD-00524,PROD-00295,3,1128.58,28.43
295,ORD-00117,PROD-00131,1,2129.13,16.01
296,ORD-00386,PROD-00045,4,1378.65,27.4
297,ORD-00518,PROD-00166,3,1153.32,23.37
298,ORD-00764,PROD-00105,1,664.55,14.54
299,ORD-00654,PROD-00124,1,1438.58,44.3
300,ORD-00463,PROD-00154,1,537.21,24.17
301,ORD-00642,PROD-99999,7,2421.97,112.46
302,ORD-00347,PROD-00003,1,1967.67,18.26
303,ORD-00426,PROD-00135,5,1367.23,19.73
304,ORD-00543,PROD-00102,2,1151.77,42.84
305,ORD-01224,PROD-00134,6,2150.49,15.74
306,ORD-01276,PROD-00101,3,1069.08,32.12
307,ORD-00895,PROD-00019,-1,2419.36,34.49
308,ORD-00362,PROD-00267,2,1373.93,33.59
309,ORD-01039,PROD-00006,7,93.35,2.73
310,ORD-01228,PROD-00066,2,101.84,39.75
311,ORD-01484,PROD-00099,1,691.02,20.39
312,ORD-00754,PROD-00262,7,1789.7,10.84
313,ORD-00573,PROD-00169,3,539.11,24.01
314,ORD-01461,PROD-00043,7,1776.2,28.96
315,ORD-01203,PROD-00170,1,1307.29,40.41
316,ORD-00864,PROD-00270,3,176.15,1.39
317,ORD-01242,PROD-00203,7,743.19,0.59
318,ORD-01480,PROD-00083,2,2350.18,38.78
319,ORD-01037,PROD-00172,5,479.32,22.18
320,ORD-01285,PROD-00051,3,1998.53,28.07
321,ORD-00163,PROD-00153,2,1172.07,16.81
322,ORD-00743,PROD-00119,3,504.27,30.8
323,ORD-01175,PROD-00141,6,1318.29,44.81
324,ORD-00191,PROD-00248,3,100.87,35.61
325,ORD-01303,PROD-00270,7,1018.89,40.06
326,ORD-01181,PROD-00056,7,609.95,17.66
327,ORD-00719,PROD-00175,7,2197.84,30.47
328,ORD-00606,PROD-00178,4,2046.24,37.95
329,ORD-01437,PROD-00072,4,410.48,42.72
330,ORD-01306,PROD-00160,6,1345.18,29.62
331,ORD-01324,PROD-00075,0,528.8,15.95
332,ORD-00023,PROD-00185,6,557.0,27.89
333,ORD-00471,PROD-00194,7,1726.13,34.46
334,ORD-00242,PROD-00158,4,1980.18,44.45
335,ORD-00087,PROD-00082,1,644.13,34.38
336,ORD-00741,PROD-00015,7,1066.83,33.17
337,ORD-00195,PROD-00288,6,1019.53,15.61
338,ORD-00507,PROD-00032,6,1066.59,20.86
339,ORD-01097,PROD-00008,1,875.73,36.62
340,ORD-00893,PROD-00074,1,1219.93,37.06
341,ORD-00534,PROD-00006,-5,1378.27,34.28
342,ORD-00202,PROD-00187,6,359.91,16.38
343,ORD-00369,PROD-00118,3,2340.81,18.31
344,ORD-01318,PROD-00158,2,1783.66,5.26
345,ORD-00349,PROD-00236,1,1124.69,24.53
346,ORD-01457,PROD-00171,3,126.18,6.36
347,ORD-01114,PROD-00287,1,941.17,37.48
348,ORD-01379,PROD-00111,7,924.32,3.59
349,ORD-00765,PROD-00256,2,1406.89,32.85
350,ORD-01418,PROD-00042,4,1576.6,12.09
351,ORD-00676,PROD-00009,7,1810.82,12.13
352,ORD-00555,PROD-00240,4,881.77,24.58
353,ORD-01370,PROD-00141,2,519.85,44.18
354,ORD-01212,PROD-00232,1,1774.88,29.7
355,ORD-01199,PROD-00293,5,1923.38,40.39
356,ORD-01273,PROD-00151,7,949.52,11.11
357,ORD-01112,PROD-00167,6,1596.46,28.28
358,ORD-00697,PROD-00011,7,432.37,33.86
359,ORD-00176,PROD-00126,6,562.96,34.25
360,ORD-01240,PROD-00047,6,845.14,16.1
361,ORD-01314,PROD-00280,1,953.31,28.19
362,ORD-00664,PROD-00012,6,843.58,5.22
363,ORD-00677,PROD-00250,1,1844.62,3.39
364,ORD-00756,PROD-00091,4,1795.23,6.83
365,ORD-00396,PROD-00211,6,992.71,35.31
366,ORD-01449,PROD-00235,1,1124.56,2.35
367,ORD-01292,PROD-00153,7,1302.7,34.83
368,ORD-00407,PROD-00209,5,474.85,27.46
369,ORD-00492,PROD-00114,6,266.82,41.5
370,ORD-00244,PROD-00011,2,2495.73,2.0
371,ORD-00135,PROD-00148,2,132.34,16.47
372,ORD-00879,PROD-00164,3,1607.87,5.07
373,ORD-00894,PROD-00156,7,1601.68,29.04
374,ORD-00488,PROD-00096,1,1909.18,43.1
375,ORD-00787,PROD-00043,-1,1915.02,37.89
376,ORD-99999,PROD-00154,1,167.47,29.47
377,ORD-00486,PROD-00049,6,1478.23,33.71
378,ORD-00106,PROD-00279,4,1764.61,9.81
379,ORD-00423,PROD-00115,1,855.1,17.55
380,ORD-01273,PROD-00284,5,979.96,35.67
381,ORD-01211,PROD-00166,4,933.68,36.23
382,ORD-01368,PROD-00291,4,797.67,18.79
383,ORD-01168,PROD-00003,4,608.88,28.49
384,ORD-00758,PROD-00171,3,1054.67,3.4
385,ORD-00866,PROD-00212,1,1944.9,9.72
386,ORD-00749,PROD-00130,0,1944.7,33.6
387,ORD-00177,PROD-00266,7,1005.9,39.54
388,ORD-01380,PROD-00169,2,835.87,40.75
389,ORD-01062,PROD-00286,7,399.1,39.85
390,ORD-01300,PROD-00112,4,471.63,31.83
391,ORD-00589,PROD-00085,1,2470.92,5.97
392,ORD-00724,PROD-00280,6,2128.88,18.7
393,ORD-01145,PROD-00071,5,1001.32,20.17
394,ORD-00220,PROD-00003,6,1089.72,9.42
395,ORD-01489,PROD-00191,7,899.04,24.84
396,ORD-01127,PROD-00089,6,61.06,27.43
397,ORD-00317,PROD-00146,6,1784.74,40.71
398,ORD-01233,PROD-00294,1,1593.49,28.3
399,ORD-00180,PROD-00127,6,2200.95,33.89
400,ORD-01244,PROD-00281,2,1542.46,22.72
401,ORD-00423,PROD-99999,5,2408.8,44.68
402,ORD-00585,PROD-00300,2,1709.19,19.29
403,ORD-00999,PROD-00144,7,1483.71,33.84
404,ORD-00991,PROD-00238,6,2031.0,26.25
405,ORD-01296,PROD-00019,6,1933.19,38.68
406,ORD-00243,PROD-00098,1,348.36,28.84
407,ORD-00324,PROD-00033,5,700.41,6.49
408,ORD-01282,PROD-00011,3,635.31,7.73
409,ORD-01287,PROD-00185,-2,820.93,21.31
410,ORD-01129,PROD-00018,2,1874.92,31.37
411,ORD-00353,PROD-00036,1,2329.33,5.16
412,ORD-01045,PROD-00164,1,750.15,7.73
413,ORD-00213,PROD-00164,7,2278.34,27.08
414,ORD-01250,PROD-00200,2,2020.48,16.46
415,ORD-01033,PROD-00067,7,901.53,19.33
416,ORD-00272,PROD-00298,6,597.35,16.25
417,ORD-00593,PROD-00143,2,904.31,16.81
418,ORD-00150,PROD-00052,2,2047.31,37.82
419,ORD-01263,PROD-00170,7,2432.18,9.28
420,ORD-00514,PROD-00292,2,1061.75,32.48
421,ORD-00200,PROD-00004,1,1644.04,42.78
422,ORD-00284,PROD-00090,2,2370.86,7.23
423,ORD-00687,PROD-00293,1,2016.2,2.87
424,ORD-00979,PROD-00195,7,611.79,30.42
425,ORD-01396,PROD-00038,4,954.6,29.42
426,ORD-01492,PROD-00260,3,2373.78,27.65
427,ORD-00587,PROD-00237,5,225.63,39.75
428,ORD-00210,PROD-00263,7,2315.22,30.51
429,ORD-01192,PROD-00172,5,412.75,33.61
430,ORD-00980,PROD-00083,1,754.2,12.71
431,ORD-00103,PROD-00143,5,837.42,9.54
432,ORD-01316,PROD-00074,7,803.22,38.14
433,ORD-00638,PROD-00227,4,1210.54,21.22
434,ORD-01383,PROD-00187,3,2375.25,27.64
435,ORD-00659,PROD-00200,6,1354.88,10.88
436,ORD-01263,PROD-00103,3,2356.81,16.06
437,ORD-00332,PROD-00050,5,238.67,32.56
438,ORD-00650,PROD-00020,6,367.93,29.71
439,ORD-00955,PROD-00089,6,854.68,17.8
440,ORD-01085,PROD-00234,2,1714.72,23.41
441,ORD-01168,PROD-00063,0,171.22,40.2
442,ORD-00045,PROD-00288,3,2016.59,14.1
443,ORD-01355,PROD-00217,-2,1807.42,1.47
444,ORD-00174,PROD-00141,2,651.97,38.8
445,ORD-00494,PROD-00156,7,1693.42,39.77
446,ORD-00928,PROD-00178,2,1452.68,3.98
447,ORD-00259,PROD-00290,6,1644.7,2.73
448,ORD-00432,PROD-00087,7,221.46,12.7
449,ORD-01406,PROD-00225,7,2176.76,31.17
450,ORD-00552,PROD-00111,2,1335.84,5.66
451,ORD-00109,PROD-00222,1,62.61,128.04
452,ORD-01156,PROD-00085,2,1436.77,41.59
453,ORD-00776,PROD-00001,2,799.5,25.54
454,ORD-00703,PROD-00219,1,1542.32,39.54
455,ORD-00761,PROD-00224,3,2364.12,15.31
456,ORD-00686,PROD-00206,7,453.98,22.62
457,ORD-00842,PROD-00144,5,1614.2,26.78
458,ORD-00507,PROD-00140,3,246.62,39.01
459,ORD-00676,PROD-00035,5,590.36,21.92
460,ORD-01198,PROD-00112,6,2370.92,31.27
461,ORD-00095,PROD-00201,6,1016.82,3.41
462,ORD-00136,PROD-00033,6,1004.02,11.97
463,ORD-00819,PROD-00036,7,1356.63,39.78
464,ORD-01024,PROD-00141,6,2239.1,19.86
465,ORD-01011,PROD-00026,3,2146.02,32.81
466,ORD-00097,PROD-00009,6,828.01,20.42
467,ORD-00463,PROD-00133,1,2400.61,3.79
468,ORD-00255,PROD-00248,3,1473.76,0.5
469,ORD-01300,PROD-00161,3,1684.28,6.59
470,ORD-01067,PROD-00072,3,819.88,29.68
471,ORD-00448,PROD-00060,1,78.95,6.9
472,ORD-00522,PROD-00275,6,2078.45,29.08
473,ORD-00827,PROD-00244,5,2086.12,20.56
474,ORD-00574,PROD-00128,5,965.62,37.17
475,ORD-01091,PROD-00123,7,1521.21,39.52
476,ORD-00898,PROD-00226,6,2375.84,3.27
477,ORD-01417,PROD-00259,-2,181.63,14.03
478,ORD-00167,PROD-00044,5,492.31,11.85
479,ORD-00446,PROD-00058,4,1473.35,28.85
480,ORD-00637,PROD-00069,3,1898.57,15.54
481,ORD-00365,PROD-00168,3,1649.84,26.84
482,ORD-01260,PROD-00014,3,2097.41,0.88
483,ORD-01484,PROD-00147,1,1397.69,18.6
484,ORD-00280,PROD-00267,5,1111.82,27.96
485,ORD-01360,PROD-00161,4,155.16,41.61
486,ORD-00244,PROD-00167,5,861.91,16.8
487,ORD-00670,PROD-00068,5,2016.92,26.13
488,ORD-00418,PROD-00279,4,1485.52,6.53
489,ORD-00187,PROD-00098,3,1407.46,20.61
490,ORD-01073,PROD-00001,2,160.82,14.27
491,ORD-01419,PROD-00160,5,1788.37,1.58
492,ORD-00233,PROD-00278,5,2199.65,4.22
493,ORD-00773,PROD-00163,2,1859.37,42.8
494,ORD-01247,PROD-00107,7,1311.77,7.68
495,ORD-00713,PROD-00276,4,2292.68,6.62
496,ORD-01123,PROD-00051,0,1508.93,21.79
497,ORD-01026,PROD-00076,4,902.4,14.46
498,ORD-00263,PROD-00257,2,1008.69,30.56
499,ORD-00566,PROD-00142,6,260.55,0.47
500,ORD-00629,PROD-00235,6,1515.32,25.46
501,ORD-99999,PROD-99999,6,1348.09,24.06
502,ORD-00065,PROD-00116,2,536.84,1.93
503,ORD-00556,PROD-00081,4,1346.04,7.04
504,ORD-00190,PROD-00082,2,2262.05,37.88
505,ORD-00571,PROD-00246,5,82.77,0.03
506,ORD-00583,PROD-00202,7,132.44,41.26
507,ORD-01011,PROD-00126,4,2135.38,20.39
508,ORD-01282,PROD-00050,5,214.32,6.15
509,ORD-00878,PROD-00300,5,1818.82,21.34
510,ORD-00714,PROD-00162,4,2083.01,5.51
511,ORD-00655,PROD-00029,-5,802.32,17.12
512,ORD-00520,PROD-00254,1,555.1,28.78
513,ORD-01128,PROD-00043,2,2300.31,13.06
514,ORD-00998,PROD-00261,6,976.05,4.85
515,ORD-00257,PROD-00097,5,742.97,30.36
516,ORD-00559,PROD-00266,1,530.67,14.68
517,ORD-01361,PROD-00195,1,907.83,22.24
518,ORD-00146,PROD-00077,5,883.66,24.69
519,ORD-01275,PROD-00267,2,515.85,2.63
520,ORD-01333,PROD-00285,2,151.94,23.14
521,ORD-00883,PROD-00256,5,1088.11,14.03
522,ORD-00480,PROD-00290,3,2388.09,32.97
523,ORD-00030,PROD-00292,1,674.25,24.86
