category,product_id,product_name,revenue,category_rank
Furniture,PROD-00096,Nova Office Suscipit,48153.24,18
Furniture,PROD-00084,Zenith Storage Blanditiis,47773.84,19
Furniture,PROD-00267,Apex Storage Esse,47075.93,20
Furniture,PROD-00162,Mira Storage Maxime,46643.52,21
Furniture,PROD-00152,Bright Storage Sapiente,46482.96,22
Furniture,PROD-00233,Apex Dining Recusandae,43908.12,23
Furniture,PROD-00153,Apex Living Room Dicta,43544.35,24
Furniture,PROD-00202,Mira Bedroom Porro,40177.04,25
Furniture,PROD-00156,Zenith Storage Cum,39576.15,26
Furniture,PROD-00101,Urban Bedroom Minus,38173.87,27
Furniture,PROD-00070,Bright Living Room Odit,35629.7,28
Furniture,PROD-00139,Orbit Living Room Harum,35058.51,29
Furniture,PROD-00039,Apex Living Room A,33779.12,30
Furniture,PROD-00215,Summit Bedroom Quaerat,33219.04,31
Furniture,PROD-00037,River Storage Iure,28275.63,32
Furniture,PROD-00068,Orbit Bedroom Ipsam,22869.94,33
Furniture,PROD-00075,Bright Living Room Sequi,21431.76,34
Furniture,PROD-00214,Nova Dining Velit,19906.42,35
Home,PROD-00024,Summit Bedding Vel,74823.06,1
Home,PROD-00201,River Storage Porro,68178.07,2
Home,PROD-00073,Nova Decor Tenetur,66461.22,3
Home,PROD-00225,Nexa Kitchen Illum,64028.14,4
Home,PROD-00296,Summit Decor Ad,61009.37,5
Home,PROD-00094,Mira Storage Ea,56913.43,6
Home,PROD-00044,River Lighting Velit,56689.75,7
Home,PROD-00131,Summit Bedding Ab,55247.56,8
Home,PROD-00141,Apex Decor Possimus,54996.47,9
Home,PROD-00161,River Kitchen Quibusdam,53309.15,10
Home,PROD-00264,River Lighting Cum,51054.1,11
Home,PROD-00021,River Kitchen Architecto,49872.89,12
Home,PROD-00123,River Bedding Natus,48984.75,13
Home,PROD-00012,Orbit Lighting Voluptate,48760.85,14
Home,PROD-00228,Zenith Lighting Corporis,48048.68,15
Home,PROD-00085,Apex Kitchen Odit,46694.94,16
Home,PROD-00242,Nova Bedding Iusto,46322.83,17
Home,PROD-00275,River Bedding Repellendus,46238.03,18
Home,PROD-00031,Nova Bedding Suscipit,46230.63,19
Home,PROD-00078,Zenith Lighting Excepturi,45372.76,20
Home,PROD-00273,Mira Bedding Laudantium,43583.95,21
Home,PROD-00276,River Bedding Repellendus,41470.66,22
Home,PROD-00174,Nova Kitchen Sunt,39449.87,23
Home,PROD-00243,River Decor Sequi,34408.96,24
Home,PROD-00128,Nova Bedding Excepturi,31375.66,25
Home,PROD-00193,Nova Storage Voluptate,29853.98,26
Home,PROD-00222,Nexa Bedding Nihil,29154.83,27
Home,PROD-00283,Summit Bedding Sapiente,27368.14,28
Home,PROD-00255,Bright Lighting Earum,26374.67,29
Home,PROD-00251,Urban Decor Vel,22855.06,30
Home,PROD-00224,Nexa Decor Dolor,10846.54,31
Sports,PROD-00293,Apex Accessories Libero,76974.47,1
Sports,PROD-00142,Mira Fitness Cumque,70739.28,2
Sports,PROD-00238,Mira Indoor Nihil,67721.04,3
Sports,PROD-00261,Bright Fitness Fuga,64727.76,4
Sports,PROD-00081,Nexa Fitness Deleniti,63226.34,5
Sports,PROD-00166,Nova  Accessories  Beatae,61497.01,6
Sports,PROD-00041,River Fitness Voluptates,60082.97,7
Sports,PROD-00206,Apex  Fitness  Facilis,55954.51,8
Sports,PROD-00058,Zenith Indoor Quae,54009.65,9
Sports,PROD-00034,River Accessories Quas,52298.58,10
Sports,PROD-00191,Nexa Indoor Officiis,50887.75,11
Sports,PROD-00109,Nexa Indoor Accusantium,49692.14,12
Sports,PROD-00232,River Outdoor Omnis,47883.68,13
Sports,PROD-00210,Nova Fitness Nostrum,47468.93,14
Sports,PROD-00093,Zenith Fitness Dignissimos,46702.53,15
Sports,PROD-00126,Orbit Cycling Doloribus,46317.27,16
Sports,PROD-00164,River Outdoor Est,45947.78,17
Sports,PROD-00042,Apex  Outdoor  Temporibus,45895.71,18
Sports,PROD-00113,Apex Cycling Laboriosam,44541.03,19
Sports,PROD-00061,Mira Accessories Rem,43230.73,20
Sports,PROD-00237,Zenith Outdoor Inventore,42584.01,21
Sports,PROD-00165,Nova  Accessories  Beatae,41966.41,22
Sports,PROD-00249,River Indoor Dolorum,41154.65,23
Sports,PROD-00196,Urban Indoor Ratione,40723.29,24
Sports,PROD-00077,Zenith Indoor Delectus,40383.74,25
Sports,PROD-00263,Bright Outdoor Voluptatem,38623.81,26
Sports,PROD-00204,Bright Cycling Laudantium,37821.57,27
Sports,PROD-00218,Summit Fitness Vero,36369.88,28
Sports,PROD-00235,Nova Accessories Atque,33717.95,29
Sports,PROD-00175,Orbit Accessories Necessitatibus,31914.74,30
Sports,PROD-00186,Orbit Indoor Cum,30248.2,31
Sports,PROD-00173,Zenith Accessories Quidem,24896.38,32
Sports,PROD-00023,Urban Outdoor Officia,24372.39,33
Sports,PROD-00059,Orbit Outdoor Consequuntur,21383.07,34
Sports,PROD-00272,Nexa Accessories Quisquam,19199.57,35
Sports,PROD-00157,Urban Indoor Qui,18768.33,36
Sports,PROD-00147,Apex Indoor At,17253.68,37
Toys,PROD-00130,Urban Educational Harum,81701.88,1
Toys,PROD-00067,Nova Plush Molestiae,76541.82,2
Toys,PROD-00138,Mira Stem Ipsa,74077.69,3
Toys,PROD-00090,Orbit Plush Natus,73238.43,4
Toys,PROD-00213,Summit Outdoor Similique,71916.87,5
Toys,PROD-00072,Apex Educational Ad,69511.24,6
Toys,PROD-00221,River Stem Aliquam,68174.2,7
Toys,PROD-00194,Nexa Stem Fuga,65473.23,8
Toys,PROD-00114,River Outdoor Fugit,64337.5,9
Toys,PROD-00001,Orbit  Outdoor  Minima,63982.35,10
Toys,PROD-00048,Nova Plush Dolorem,63549.02,11
Toys,PROD-00250,Nexa Plush Ipsum,59763.08,12
Toys,PROD-00014,Orbit Plush Debitis,55324.15,13
Toys,PROD-00286,Apex Educational Occaecati,53374.12,14
Toys,PROD-00185,Orbit Educational Alias,53268.0,15
Toys,PROD-00149,Bright Plush Omnis,52792.28,16
Toys,PROD-00282,Orbit Outdoor Minima,52393.75,17
Toys,PROD-00087,Orbit Plush In,52196.99,18
Toys,PROD-00007,Bright Educational Deserunt,47231.76,19
Toys,PROD-00187,Nexa Stem Quisquam,47216.8,20
Toys,PROD-00143,Mira Stem Totam,47102.48,21
Toys,PROD-00151,Summit Stem Recusandae,44697.57,22
Toys,PROD-00020,Apex Plush Perspiciatis,43885.88,23
Toys,PROD-00049,Summit Activity Cupiditate,43117.74,24
Toys,PROD-00054,Orbit Outdoor Odit,37174.57,25
Toys,PROD-00086,Summit Plush Deleniti,35620.84,26
Toys,PROD-00220,River Stem Aliquam,32167.06,27
Toys,PROD-00266,Nexa Stem Dolores,29231.51,28
Toys,PROD-00098,Mira Plush Amet,27393.19,29
Toys,PROD-00029,Apex Plush Possimus,25777.73,30
Toys,PROD-00115,River Plush Accusamus,25201.84,31
Toys,PROD-00227,Nova Stem Libero,24128.46,32
Toys,PROD-00262,Orbit Activity Beatae,21626.32,33
