sales_month,product_id,product_name,revenue
2020-12,PROD-00203,Apex Bedroom Itaque,8066.49
2020-12,PROD-00261,Bright Fitness Fuga,7741.08
2020-12,PROD-00161,River Kitchen Quibusdam,6369.66
2020-12,PROD-00048,Nova Plush Dolorem,6230.41
2020-12,PROD-00205,Nova Fragrance Magnam,5966.82
2020-12,PROD-00231,Summit Men Repellendus,5947.3
2021-01,PROD-00234,Bright Haircare Amet,14771.01
2021-01,PROD-00170,Mira Seasonal Facere,12585.91
2021-01,PROD-00066,Nova Haircare Blanditiis,7199.73
2021-01,PROD-00017,Urban Comics Quo,7017.16
2021-01,PROD-00270,Urban Wearables Ab,5966.83
2021-01,PROD-00025,Nova Technology Iusto,5174.08
2021-01,PROD-00189,Apex Self-Help Nam,4898.04
2021-01,PROD-00090,Orbit Plush Natus,4854.78
2021-01,PROD-00252,Apex Academic Dolorum,4796.07
2021-01,PROD-00126,Orbit Cycling Doloribus,4563.08
2021-02,PROD-00030,River Makeup Voluptatem,14213.59
2021-02,PROD-00288,Urban  Makeup  Nisi,10024.22
2021-02,PROD-00228,Zenith Lighting Corporis,9332.27
2021-02,PROD-00244,Nova Wearables Exercitationem,8286.07
2021-02,PROD-00158,Summit Comics Ab,8101.11
2021-02,PROD-00220,River Stem Aliquam,7605.16
2021-02,PROD-00134,Summit Haircare Ut,7576.89
2021-02,PROD-00225,Nexa Kitchen Illum,6803.42
2021-02,PROD-00241,River Audio Natus,6235.45
2021-02,PROD-00036,River Comics Iure,5718.74
2021-03,PROD-00260,Nova Storage Ad,14503.5
2021-03,PROD-00142,Mira Fitness Cumque,13510.08
2021-03,PROD-00079,Nexa Accessories Aspernatur,12289.63
2021-03,PROD-00087,Orbit Plush In,12138.52
2021-03,PROD-00191,Nexa Indoor Officiis,10936.27
2021-03,PROD-00091,Mira Living Room Eligendi,10882.19
2021-03,PROD-00279,Nova Makeup Ullam,9847.42
2021-03,PROD-00183,Urban Kids Architecto,8300.92
2021-03,PROD-00006,Nova Mobile Quisquam,8115.81
2021-03,PROD-00212,Nova Laptop Accusamus,8066.55
2021-04,PROD-00293,Apex Accessories Libero,11403.83
2021-04,PROD-00101,Urban Bedroom Minus,9617.75
2021-04,PROD-00160,River Dining Quas,8144.94
2021-04,PROD-00102,Orbit Wearables Alias,6801.87
2021-04,PROD-00087,Orbit Plush In,6238.49
2021-04,PROD-00290,Nova Office Sed,5542.59
2021-04,PROD-00039,Apex Living Room A,5476.99
2021-04,PROD-00085,Apex Kitchen Odit,4937.41
2021-04,PROD-00061,Mira Accessories Rem,4452.14
2021-04,PROD-00089,Bright Footwear Minus,4215.28
2021-05,PROD-00049,Summit Activity Cupiditate,16009.31
2021-05,PROD-00176,Mira Wearables Quos,15584.27
2021-05,PROD-00071,Summit Wellness Dolorem,15243.53
2021-05,PROD-00167,Mira Office Facere,10627.21
2021-05,PROD-00208,Summit Academic Placeat,8468.49
2021-05,PROD-00006,Nova Mobile Quisquam,8108.47
2021-05,PROD-00216,River Audio Eligendi,7820.63
2021-05,PROD-00211,Urban Office Nulla,7723.63
2021-05,PROD-00255,Bright Lighting Earum,7493.95
2021-05,PROD-00166,Nova  Accessories  Beatae,7431.07
2021-06,PROD-00238,Mira Indoor Nihil,13609.9
2021-06,PROD-00210,Nova Fitness Nostrum,12386.44
2021-06,PROD-00080,Apex Wearables Velit,9559.24
2021-06,PROD-00065,Mira Women Aperiam,9433.26
2021-06,PROD-00180,Nexa Women Ratione,9267.38
2021-06,PROD-00006,Nova Mobile Quisquam,9131.85
2021-06,PROD-00275,River Bedding Repellendus,8844.22
2021-06,PROD-00177,Zenith Fragrance Cum,8227.78
2021-06,PROD-00037,River Storage Iure,6643.44
2021-06,PROD-00284,Urban Self-Help Temporibus,6608.52
2021-07,PROD-00258,Zenith Women Quas,12832.82
2021-07,PROD-00026,Summit Technology Optio,11466.26
2021-07,PROD-00296,Summit Decor Ad,10406.25
2021-07,PROD-00276,River Bedding Repellendus,9963.33
2021-07,PROD-00176,Mira Wearables Quos,9909.11
2021-07,PROD-00282,Orbit Outdoor Minima,9522.48
2021-07,PROD-00130,Urban Educational Harum,8879.46
2021-07,PROD-00252,Apex Academic Dolorum,7775.76
2021-07,PROD-00048,Nova Plush Dolorem,7140.45
2021-07,PROD-00188,Nova Wellness Nihil,6489.75
2021-08,PROD-00248,Orbit Women Nesciunt,11936.47
2021-08,PROD-00124,Summit  Accessories  Velit,11881.02
2021-08,PROD-00063,Summit Men Fugit,11845.69
2021-08,PROD-00280,Apex Fiction Dolore,10384.68
2021-08,PROD-00128,Nova Bedding Excepturi,8921.04
2021-08,PROD-00127,Mira Makeup Quis,8730.29
2021-08,PROD-00276,River Bedding Repellendus,8563.62
2021-08,PROD-00296,Summit Decor Ad,8522.35
2021-08,PROD-00004,Summit Accessories Vitae,6858.79
2021-08,PROD-00072,Apex Educational Ad,6825.78
2021-09,PROD-00138,Mira Stem Ipsa,13064.63
2021-09,PROD-00211,Urban Office Nulla,12821.72
2021-09,PROD-00063,Summit Men Fugit,12780.12
2021-09,PROD-00230,River Kids Eligendi,12353.77
2021-09,PROD-00194,Nexa Stem Fuga,10205.31
2021-09,PROD-00169,Nexa Comics Velit,9688.47
2021-09,PROD-00012,Orbit Lighting Voluptate,9617.96
2021-09,PROD-00167,Mira Office Facere,9231.43
2021-09,PROD-00264,River Lighting Cum,8905.82
2021-09,PROD-00205,Nova Fragrance Magnam,8756.96
2021-10,PROD-00103,Zenith Footwear Recusandae,14337.73
2021-10,PROD-00163,Nova Self-Help Odit,12824.69
2021-10,PROD-00165,Nova  Accessories  Beatae,8307.27
2021-10,PROD-00045,Urban Laptop Cumque,6758.91
2021-10,PROD-00270,Urban Wearables Ab,6502.09
2021-10,PROD-00288,Urban  Makeup  Nisi,6319.27
2021-10,PROD-00072,Apex Educational Ad,5966.64
2021-10,PROD-00112,Nova Seasonal Soluta,5751.99
2021-10,PROD-00082,River Skincare Distinctio,5707.15
2021-10,PROD-00153,Apex Living Room Dicta,5594.04
2021-11,PROD-00206,Apex  Fitness  Facilis,10290.57
2021-11,PROD-00027,Apex Wellness Minima,9112.7
2021-11,PROD-00255,Bright Lighting Earum,7948.86
2021-11,PROD-00200,Nexa Footwear Illo,7244.81
2021-11,PROD-00089,Bright Footwear Minus,6679.36
2021-11,PROD-00032,River Fiction Dolorum,5064.6
2021-11,PROD-00270,Urban Wearables Ab,4297.38
2021-11,PROD-00189,Apex Self-Help Nam,4022.08
2021-11,PROD-00106,River Audio Quia,3357.0
2021-11,PROD-00249,River Indoor Dolorum,1741.94
2021-12,PROD-00211,Urban Office Nulla,16650.21
2021-12,PROD-00232,River Outdoor Omnis,15328.78
2021-12,PROD-00048,Nova Plush Dolorem,14686.17
2021-12,PROD-00287,Mira Kids Similique,13588.93
2021-12,PROD-00182,River Audio Quos,11282.39
2021-12,PROD-00082,River Skincare Distinctio,11139.79
2021-12,PROD-00052,Mira Fragrance Doloribus,9478.78
2021-12,PROD-00165,Nova  Accessories  Beatae,8535.67
2021-12,PROD-00093,Zenith Fitness Dignissimos,7343.02
2021-12,PROD-00246,Bright Haircare Consequuntur,6281.06
2022-01,PROD-00113,Apex Cycling Laboriosam,9410.94
2022-01,PROD-00192,Urban Living Room Modi,9347.87
2022-01,PROD-00028,Orbit Technology Repellat,8259.68
2022-01,PROD-00233,Apex Dining Recusandae,6700.62
2022-01,PROD-00200,Nexa Footwear Illo,4585.53
2022-01,PROD-00041,River Fitness Voluptates,4533.14
2022-01,PROD-00156,Zenith Storage Cum,4396.55
2022-01,PROD-00132,Nexa Academic Culpa,3544.54
2022-01,PROD-00037,River Storage Iure,3166.15
2022-01,PROD-00069,Summit Fiction Autem,2780.56
2022-02,PROD-00045,Urban Laptop Cumque,9711.19
2022-02,PROD-00153,Apex Living Room Dicta,9381.91
2022-02,PROD-00291,Mira Academic Minima,9178.67
2022-02,PROD-00097,Bright Fiction Necessitatibus,7971.87
2022-02,PROD-00224,Nexa Decor Dolor,7562.93
2022-02,PROD-00160,River Dining Quas,7008.66
2022-02,PROD-00236,Nexa Office Voluptatem,6902.15
2022-02,PROD-00201,River Storage Porro,6107.34
2022-02,PROD-00092,Apex Footwear Doloribus,5408.31
2022-02,PROD-00296,Summit Decor Ad,3998.75
2022-03,PROD-00010,Zenith Comics Ipsam,14894.55
2022-03,PROD-00270,Urban Wearables Ab,11092.37
2022-03,PROD-00145,River Haircare Tenetur,10582.88
2022-03,PROD-00286,Apex Educational Occaecati,8184.0
2022-03,PROD-00082,River Skincare Distinctio,7813.23
2022-03,PROD-00276,River Bedding Repellendus,7722.48
2022-03,PROD-00044,River Lighting Velit,6965.11
2022-03,PROD-00160,River Dining Quas,6645.01
2022-03,PROD-00267,Apex Storage Esse,6467.15
2022-03,PROD-00049,Summit Activity Cupiditate,5879.51
2022-04,PROD-00155,Mira Office Perspiciatis,16112.6
2022-04,PROD-00121,Mira Skincare Doloribus,11948.35
2022-04,PROD-00191,Nexa Indoor Officiis,10257.7
2022-04,PROD-00013,Mira Women Ipsam,6636.1
2022-04,PROD-00047,Mira Wearables Blanditiis,6087.85
2022-04,PROD-00260,Nova Storage Ad,5183.2
2022-04,PROD-00161,River Kitchen Quibusdam,4952.04
2022-04,PROD-00243,River Decor Sequi,4591.56
2022-04,PROD-00248,Orbit Women Nesciunt,4037.43
2022-04,PROD-00043,Urban Accessories Aperiam,3999.78
2022-05,PROD-00168,Bright Fiction Quis,10965.13
2022-05,PROD-00290,Nova Office Sed,9598.8
2022-05,PROD-00174,Nova Kitchen Sunt,9374.3
2022-05,PROD-00024,Summit Bedding Vel,9029.43
2022-05,PROD-00266,Nexa Stem Dolores,8999.65
2022-05,PROD-00009,River Accessories Velit,8531.36
2022-05,PROD-00144,Urban Comics Fugiat,8274.26
2022-05,PROD-00069,Summit Fiction Autem,8218.84
2022-05,PROD-00194,Nexa Stem Fuga,7122.62
2022-05,PROD-00117,Zenith Wellness Ut,6985.59
2022-06,PROD-00121,Mira Skincare Doloribus,10359.89
2022-06,PROD-00080,Apex Wearables Velit,8456.44
2022-06,PROD-00299,River Accessories Reprehenderit,7662.89
2022-06,PROD-00270,Urban Wearables Ab,7370.74
2022-06,PROD-00292,River Audio Illo,5883.08
2022-06,PROD-00282,Orbit Outdoor Minima,5840.97
2022-06,PROD-00011,River Women Magni,5804.27
2022-06,PROD-00145,River Haircare Tenetur,5552.87
2022-06,PROD-00203,Apex Bedroom Itaque,4810.65
2022-06,PROD-00247,Nexa  Women  Modi,4760.72
2022-07,PROD-00130,Urban Educational Harum,12711.17
2022-07,PROD-00021,River Kitchen Architecto,11567.54
2022-07,PROD-00003,Bright Men Voluptate,10213.0
2022-07,PROD-00001,Orbit  Outdoor  Minima,9728.43
2022-07,PROD-00247,Nexa  Women  Modi,9489.24
2022-07,PROD-00241,River Audio Natus,9328.85
2022-07,PROD-00252,Apex Academic Dolorum,8712.93
2022-07,PROD-00105,Mira Fiction Facilis,8619.68
2022-07,PROD-00093,Zenith Fitness Dignissimos,8060.15
2022-07,PROD-00190,Orbit Laptop Eaque,6815.2
2022-08,PROD-00282,Orbit Outdoor Minima,8714.4
2022-08,PROD-00002,Orbit Office Odio,8220.16
2022-08,PROD-00064,Apex Men Natus,6658.24
2022-08,PROD-00164,River Outdoor Est,6446.61
2022-08,PROD-00003,Bright Men Voluptate,5922.41
2022-08,PROD-00161,River Kitchen Quibusdam,5303.8
2022-08,PROD-00125,Orbit Fragrance Culpa,4898.73
2022-08,PROD-00071,Summit Wellness Dolorem,4844.6
2022-08,PROD-00042,Apex  Outdoor  Temporibus,4592.77
2022-08,PROD-00272,Nexa Accessories Quisquam,3515.1
2022-09,PROD-00078,Zenith Lighting Excepturi,13787.84
2022-09,PROD-00199,River Wearables Alias,13305.93
2022-09,PROD-00159,Mira Fiction Dolore,12713.63
2022-09,PROD-00139,Orbit Living Room Harum,11147.64
2022-09,PROD-00004,Summit Accessories Vitae,10787.43
2022-09,PROD-00088,Zenith Wellness Voluptatum,10608.57
2022-09,PROD-00016,Urban Accessories Quibusdam,9220.2
2022-09,PROD-00187,Nexa Stem Quisquam,8743.85
2022-09,PROD-00195,Zenith Self-Help Nobis,7361.59
2022-09,PROD-00171,River Footwear Eius,7226.73
2022-10,PROD-00269,Urban Bedroom Cum,12429.97
2022-10,PROD-00247,Nexa  Women  Modi,10595.14
2022-10,PROD-00160,River Dining Quas,10106.82
2022-10,PROD-00021,River Kitchen Architecto,9827.23
2022-10,PROD-00012,Orbit Lighting Voluptate,7916.91
2022-10,PROD-00004,Summit Accessories Vitae,7347.4
2022-10,PROD-00142,Mira Fitness Cumque,7327.58
2022-10,PROD-00049,Summit Activity Cupiditate,6420.94
2022-10,PROD-00290,Nova Office Sed,4802.21
2022-10,PROD-00119,Nexa Makeup Quod,3995.65
2022-11,PROD-00283,Summit Bedding Sapiente,10226.02
2022-11,PROD-00014,Orbit Plush Debitis,8951.25
2022-11,PROD-00062,Nova Storage Quas,8522.19
2022-11,PROD-00099,Summit Haircare Ullam,7114.92
2022-11,PROD-00019,Nova Skincare Alias,7112.59
2022-11,PROD-00215,Summit Bedroom Quaerat,6569.07
2022-11,PROD-00143,Mira Stem Totam,6502.04
2022-11,PROD-00034,River Accessories Quas,6460.62
2022-11,PROD-00275,River Bedding Repellendus,5892.68
2022-11,PROD-00260,Nova Storage Ad,5768.03
2022-12,PROD-00290,Nova Office Sed,23750.91
2022-12,PROD-00208,Summit Academic Placeat,12100.2
2022-12,PROD-00125,Orbit Fragrance Culpa,10047.9
2022-12,PROD-00150,Summit Kids Beatae,9702.49
2022-12,PROD-00259,Apex Wellness Minima,9416.34
2022-12,PROD-00169,Nexa Comics Velit,8708.15
2022-12,PROD-00226,Mira Laptop Repellat,8555.79
2022-12,PROD-00257,Apex Wearables Dolore,7706.06
2022-12,PROD-00020,Apex Plush Perspiciatis,7632.12
2022-12,PROD-00233,Apex Dining Recusandae,7629.61
2023-01,PROD-00273,Mira Bedding Laudantium,16678.42
2023-01,PROD-00125,Orbit Fragrance Culpa,15199.97
2023-01,PROD-00226,Mira Laptop Repellat,12307.44
2023-01,PROD-00135,Urban Accessories Ea,10819.88
2023-01,PROD-00121,Mira Skincare Doloribus,10154.54
2023-01,PROD-00054,Orbit Outdoor Odit,9556.47
2023-01,PROD-00046,Nexa Audio Officia,8999.76
2023-01,PROD-00132,Nexa Academic Culpa,6507.25
2023-01,PROD-00044,River Lighting Velit,6385.43
2023-01,PROD-00110,River Seasonal Officia,6146.24
2023-02,PROD-00071,Summit Wellness Dolorem,14996.31
2023-02,PROD-00241,River Audio Natus,13956.45
2023-02,PROD-00081,Nexa Fitness Deleniti,12541.13
2023-02,PROD-00295,Summit Fragrance Quaerat,11936.95
2023-02,PROD-00189,Apex Self-Help Nam,7866.13
2023-02,PROD-00061,Mira Accessories Rem,6421.92
2023-02,PROD-00120,River Women Cum,6399.01
2023-02,PROD-00155,Mira Office Perspiciatis,5505.59
2023-02,PROD-00273,Mira Bedding Laudantium,4945.12
2023-02,PROD-00149,Bright Plush Omnis,4868.89
2023-03,PROD-00245,Zenith Technology Optio,21153.05
2023-03,PROD-00270,Urban Wearables Ab,14980.54
2023-03,PROD-00213,Summit Outdoor Similique,13584.72
2023-03,PROD-00200,Nexa Footwear Illo,13215.36
2023-03,PROD-00187,Nexa Stem Quisquam,11746.6
2023-03,PROD-00299,River Accessories Reprehenderit,10883.18
2023-03,PROD-00151,Summit Stem Recusandae,10365.17
2023-03,PROD-00074,Nexa Technology Optio,9407.95
2023-03,PROD-00056,Zenith Technology Nam,7778.66
2023-03,PROD-00110,River Seasonal Officia,7652.75
2023-04,PROD-00126,Orbit Cycling Doloribus,13521.7
2023-04,PROD-00043,Urban Accessories Aperiam,11993.95
2023-04,PROD-00231,Summit Men Repellendus,11678.95
2023-04,PROD-00120,River Women Cum,11340.33
2023-04,PROD-00103,Zenith Footwear Recusandae,10923.85
2023-04,PROD-00289,Apex Women Totam,10175.56
2023-04,PROD-00015,River Fragrance Temporibus,9991.35
2023-04,PROD-00233,Apex Dining Recusandae,9750.95
2023-04,PROD-00124,Summit  Accessories  Velit,9185.58
2023-04,PROD-00131,Summit Bedding Ab,8446.22
2023-05,PROD-00245,Zenith Technology Optio,10979.96
2023-05,PROD-00020,Apex Plush Perspiciatis,9581.51
2023-05,PROD-00067,Nova Plush Molestiae,8136.48
2023-05,PROD-00202,Mira Bedroom Porro,8116.23
2023-05,PROD-00108,Urban Skincare Sint,6823.29
2023-05,PROD-00047,Mira Wearables Blanditiis,4254.43
2023-05,PROD-00034,River Accessories Quas,4130.4
2023-05,PROD-00203,Apex Bedroom Itaque,4059.25
2023-05,PROD-00100,Orbit Living Room Ratione,3668.37
2023-05,PROD-00199,River Wearables Alias,3516.64
2023-06,PROD-00090,Orbit Plush Natus,9098.72
2023-06,PROD-00229,Nexa Women Omnis,8479.57
2023-06,PROD-00197,Bright Skincare Adipisci,8023.69
2023-06,PROD-00228,Zenith Lighting Corporis,6965.69
2023-06,PROD-00190,Orbit Laptop Eaque,6857.9
2023-06,PROD-00074,Nexa Technology Optio,6597.03
2023-06,PROD-00201,River Storage Porro,6481.5
2023-06,PROD-00019,Nova Skincare Alias,6014.22
2023-06,PROD-00280,Apex Fiction Dolore,5942.11
2023-06,PROD-00259,Apex Wellness Minima,5629.91
2023-07,PROD-00170,Mira Seasonal Facere,15445.32
2023-07,PROD-00016,Urban Accessories Quibusdam,15243.57
2023-07,PROD-00073,Nova Decor Tenetur,14474.76
2023-07,PROD-00010,Zenith Comics Ipsam,12116.12
2023-07,PROD-00034,River Accessories Quas,10610.16
2023-07,PROD-00031,Nova Bedding Suscipit,9865.98
2023-07,PROD-00221,River Stem Aliquam,9824.54
2023-07,PROD-00160,River Dining Quas,8800.57
2023-07,PROD-00035,Nexa Fragrance Dolores,8358.73
2023-07,PROD-00009,River Accessories Velit,8315.61
2023-08,PROD-00081,Nexa Fitness Deleniti,16278.4
2023-08,PROD-00005,Orbit Wellness Fuga,12474.44
2023-08,PROD-00263,Bright Outdoor Voluptatem,10315.12
2023-08,PROD-00235,Nova Accessories Atque,8305.43
2023-08,PROD-00289,Apex Women Totam,7307.28
2023-08,PROD-00167,Mira Office Facere,7160.32
2023-08,PROD-00182,River Audio Quos,6958.12
2023-08,PROD-00130,Urban Educational Harum,6655.2
2023-08,PROD-00017,Urban Comics Quo,6205.81
2023-08,PROD-00033,Apex Audio Sit,5971.34
2023-09,PROD-00159,Mira Fiction Dolore,13275.53
2023-09,PROD-00019,Nova Skincare Alias,11576.7
2023-09,PROD-00084,Zenith Storage Blanditiis,10021.4
2023-09,PROD-00155,Mira Office Perspiciatis,6681.25
2023-09,PROD-00254,Summit Audio Quod,6438.66
2023-09,PROD-00287,Mira Kids Similique,6358.98
2023-09,PROD-00079,Nexa Accessories Aspernatur,5833.46
2023-09,PROD-00270,Urban Wearables Ab,5087.28
2023-09,PROD-00052,Mira Fragrance Doloribus,4945.72
2023-09,PROD-00243,River Decor Sequi,4274.27
2023-10,PROD-00234,Bright Haircare Amet,12857.43
2023-10,PROD-00236,Nexa Office Voluptatem,10593.9
2023-10,PROD-00112,Nova Seasonal Soluta,9911.82
2023-10,PROD-00114,River Outdoor Fugit,9825.54
2023-10,PROD-00179,Apex Audio Accusantium,8762.25
2023-10,PROD-00129,Bright Fragrance Et,8741.92
2023-10,PROD-00014,Orbit Plush Debitis,8359.53
2023-10,PROD-00057,Mira Women Aut,8159.95
2023-10,PROD-00122,Bright Mobile Labore,7918.68
2023-10,PROD-00199,River Wearables Alias,7389.11
2023-11,PROD-00067,Nova Plush Molestiae,13936.98
2023-11,PROD-00234,Bright Haircare Amet,8516.2
2023-11,PROD-00007,Bright Educational Deserunt,5665.41
2023-11,PROD-00028,Orbit Technology Repellat,5342.05
2023-11,PROD-00120,River Women Cum,5008.25
2023-11,PROD-00142,Mira Fitness Cumque,4746.58
2023-11,PROD-00155,Mira Office Perspiciatis,4541.61
2023-11,PROD-00227,Nova Stem Libero,4464.32
2023-11,PROD-00058,Zenith Indoor Quae,3672.09
2023-11,PROD-00050,Zenith Men Corporis,2770.94
2023-12,PROD-00085,Apex Kitchen Odit,14353.64
2023-12,PROD-00135,Urban Accessories Ea,12534.72
2023-12,PROD-00244,Nova Wearables Exercitationem,11401.77
2023-12,PROD-00170,Mira Seasonal Facere,10870.86
2023-12,PROD-00096,Nova Office Suscipit,9717.93
2023-12,PROD-00292,River Audio Illo,9228.21
2023-12,PROD-00005,Orbit Wellness Fuga,8643.54
2023-12,PROD-00090,Orbit Plush Natus,7512.08
2023-12,PROD-00050,Zenith Men Corporis,7125.32
2023-12,PROD-00181,Bright Academic Quo,6321.41
2024-01,PROD-00026,Summit Technology Optio,10730.4
2024-01,PROD-00083,Urban  Makeup  Atque,10599.76
2024-01,PROD-00131,Summit Bedding Ab,8265.61
2024-01,PROD-00027,Apex Wellness Minima,7979.5
2024-01,PROD-00096,Nova Office Suscipit,7741.12
2024-01,PROD-00100,Orbit Living Room Ratione,7299.22
2024-01,PROD-00199,River Wearables Alias,7143.69
2024-01,PROD-00136,Zenith Wellness Consequuntur,6797.15
2024-01,PROD-00020,Apex Plush Perspiciatis,6026.85
